scaffold,start,end,mid,sites,pi_roumanicus,pi_europaeus,pi_concolor,dxy_roumanicus_europaeus,dxy_roumanicus_concolor,dxy_europaeus_concolor,Fst_roumanicus_europaeus,Fst_roumanicus_concolor,Fst_europaeus_concolor
NW_006803930.1,6053873,8430794,7268076,142,0.0662,0.1064,0.0844,0.3178,0.2342,0.3714,0.5789,0.4263,0.522
NW_006803930.1,8453869,11458521,9988935,149,0.0811,0.0893,0.0786,0.3383,0.2883,0.3606,0.5956,0.4578,0.5602
NW_006803931.1,4343,2417177,1205162,127,0.0737,0.0942,0.0938,0.4161,0.2532,0.3943,0.6654,0.416,0.5596
NW_006803931.1,2430418,4642578,3620644,136,0.0714,0.0915,0.0956,0.3905,0.3165,0.3863,0.656,0.4995,0.5574
NW_006803931.1,4666511,7419615,6055947,136,0.0574,0.0881,0.099,0.4855,0.2489,0.4482,0.7435,0.459,0.6082
NW_006803931.1,7447927,9724953,8544495,132,0.0513,0.0719,0.0726,0.476,0.2507,0.4078,0.7732,0.5261,0.6497
NW_006803932.1,51795,2398265,1224112,129,0.0656,0.0576,0.0702,0.429,0.2659,0.4056,0.7436,0.4928,0.6909
NW_006803932.1,2402256,4415342,3417441,122,0.0469,0.1034,0.0866,0.3622,0.2637,0.3717,0.6679,0.5398,0.5268
NW_006803932.1,4424936,6440373,5422734,117,0.0649,0.0821,0.0751,0.4323,0.224,0.4331,0.7103,0.4291,0.6376
NW_006803932.1,6483776,8514998,7536183,122,0.0568,0.1138,0.0996,0.3988,0.279,0.4018,0.6575,0.5009,0.5165
NW_006803932.1,8518587,10943236,9718368,141,0.0991,0.0847,0.0961,0.4062,0.3136,0.3922,0.624,0.4174,0.5782
NW_006803933.1,17114,2316318,1209050,125,0.0653,0.0786,0.061,0.4635,0.2095,0.4878,0.7311,0.4257,0.6923
NW_006803933.1,2345670,5803219,4086593,169,0.0537,0.1103,0.0707,0.431,0.2134,0.4159,0.6903,0.4636,0.5649
NW_006803933.1,5833677,8408055,7179140,135,0.0688,0.0879,0.0849,0.4166,0.2191,0.4956,0.6844,0.3919,0.6517
NW_006803933.1,8414390,10883317,9572645,142,0.0625,0.0992,0.0782,0.3862,0.2597,0.3775,0.6592,0.485,0.5513
NW_006803934.1,783,2588320,1393746,155,0.0719,0.0983,0.1032,0.4321,0.2742,0.3921,0.6733,0.438,0.5382
NW_006803934.1,2606359,5689147,4093363,162,0.0732,0.0851,0.1102,0.4047,0.2947,0.3648,0.672,0.4511,0.5372
NW_006803934.1,5719188,7946442,6800107,117,0.0497,0.0941,0.0903,0.4646,0.2805,0.4713,0.7397,0.5432,0.6186
NW_006803934.1,7964414,10519328,9148932,155,0.0743,0.0719,0.0774,0.461,0.3279,0.3994,0.7224,0.5233,0.6382
NW_006803935.1,45575,2949307,1496106,105,0.0614,0.1046,0.0774,0.4101,0.2247,0.3805,0.6701,0.4399,0.5419
NW_006803935.1,2980945,5374545,4279517,109,0.0712,0.0839,0.0856,0.391,0.2499,0.4329,0.6685,0.4306,0.6217
NW_006803935.1,5381527,8180202,6867944,123,0.0478,0.0815,0.0839,0.4297,0.2051,0.4095,0.7442,0.4524,0.6132
NW_006803935.1,8182227,11029933,9646057,113,0.0733,0.1244,0.0839,0.4037,0.2435,0.3959,0.6138,0.4166,0.5054
NW_006803936.1,7117,2882325,1312655,140,0.0508,0.1166,0.0465,0.4644,0.1741,0.4524,0.7061,0.4505,0.6008
NW_006803936.1,2900502,5598469,4267062,121,0.041,0.094,0.0922,0.4449,0.1912,0.4629,0.7472,0.4428,0.6116
NW_006803936.1,5641345,7842253,6693124,136,0.04,0.0904,0.0907,0.4669,0.2053,0.4783,0.7648,0.4769,0.6305
NW_006803936.1,7861216,10116911,8910986,131,0.0511,0.1028,0.0796,0.4601,0.22,0.4439,0.7224,0.4704,0.5923
NW_006803937.1,31308,3319823,1724635,142,0.0677,0.0919,0.0715,0.4054,0.246,0.363,0.6733,0.457,0.5642
NW_006803937.1,3329078,6215100,4816310,154,0.0603,0.0849,0.0431,0.5016,0.2349,0.447,0.7497,0.5128,0.6736
NW_006803937.1,6220671,9265360,7721263,147,0.0581,0.1013,0.078,0.5067,0.2387,0.4443,0.7344,0.473,0.5974
NW_006803938.1,2901,2807331,1497637,134,0.1033,0.0734,0.0825,0.4206,0.2926,0.3466,0.6422,0.3967,0.5855
NW_006803938.1,2819860,5510905,4224330,115,0.0553,0.0754,0.0974,0.4521,0.2042,0.4701,0.7493,0.3956,0.653
NW_006803938.1,5516578,8486800,6935122,137,0.0695,0.0749,0.0979,0.4396,0.2413,0.4399,0.7157,0.4063,0.6349
NW_006803939.1,23111,2118779,984691,102,0.0521,0.0837,0.1066,0.4335,0.1999,0.4469,0.734,0.3846,0.6095
NW_006803939.1,2122936,4913926,3627189,149,0.0637,0.0855,0.0974,0.4147,0.2178,0.4239,0.6971,0.3887,0.599
NW_006803939.1,4917044,7301046,6117810,122,0.0443,0.0921,0.0971,0.4111,0.2757,0.4775,0.7248,0.5496,0.6201
NW_006803939.1,7414272,9674924,8553816,132,0.0621,0.0862,0.112,0.3315,0.2972,0.3835,0.6372,0.4877,0.5492
NW_006803940.1,27664,2627860,1282024,157,0.085,0.097,0.0742,0.4533,0.2551,0.4471,0.6646,0.409,0.6127
NW_006803940.1,2640523,4564784,3586945,116,0.0723,0.0783,0.0952,0.4294,0.2472,0.4258,0.6996,0.4097,0.6201
NW_006803940.1,4585365,6851636,5720994,126,0.0762,0.0883,0.1032,0.3874,0.2962,0.403,0.6489,0.4523,0.5703
NW_006803940.1,6857111,9378724,8089356,145,0.058,0.0723,0.0943,0.4419,0.2424,0.4072,0.7436,0.4541,0.6228
NW_006803941.1,54718,3405759,1656779,168,0.067,0.1087,0.0749,0.4062,0.2689,0.3582,0.6503,0.4851,0.5152
NW_006803941.1,3426095,5999998,4785800,143,0.0598,0.1159,0.0799,0.3916,0.215,0.3861,0.6431,0.4263,0.5189
NW_006803941.1,6020211,8401491,7282257,139,0.0806,0.1262,0.0739,0.3579,0.3406,0.3909,0.5574,0.5205,0.5075
NW_006803942.1,100232,3239578,1539147,149,0.0653,0.1066,0.0618,0.4439,0.1453,0.4184,0.6813,0.2924,0.5839
NW_006803942.1,3245152,6449732,4758996,131,0.0496,0.087,0.0687,0.398,0.1974,0.3958,0.7139,0.458,0.6064
NW_006803942.1,6450000,8842215,7659759,134,0.0706,0.1026,0.0779,0.3829,0.2134,0.3889,0.6349,0.3869,0.5531
NW_006803943.1,138087,3093394,1575096,147,0.0694,0.0959,0.083,0.3349,0.2009,0.37,0.6071,0.361,0.5471
NW_006803943.1,3127331,5028459,4067677,112,0.0804,0.1171,0.1297,0.344,0.2733,0.428,0.558,0.3784,0.5019
NW_006803943.1,5048940,7273257,6185651,114,0.048,0.0802,0.0893,0.3678,0.2423,0.4782,0.709,0.5018,0.6548
NW_006803944.1,37523,2953046,1516695,168,0.0757,0.0939,0.1094,0.4291,0.2637,0.4284,0.6705,0.4039,0.5705
NW_006803944.1,2970530,5542961,4327490,125,0.0534,0.1003,0.1009,0.3768,0.2544,0.4511,0.6697,0.479,0.5815
NW_006803944.1,5567802,8352232,6898845,121,0.0305,0.0854,0.0857,0.5144,0.2765,0.4937,0.8086,0.6317,0.6553
NW_006803945.1,27319,3774653,1816948,143,0.0483,0.1013,0.0798,0.4573,0.228,0.4167,0.7284,0.4949,0.5759
NW_006803945.1,3780325,6479129,5284409,129,0.0555,0.071,0.0933,0.3797,0.2317,0.4147,0.7153,0.4488,0.6326
NW_006803945.1,6523221,9027440,7794517,123,0.0493,0.1093,0.0815,0.4718,0.2114,0.4533,0.7228,0.4609,0.5829
NW_006803946.1,24807,2457489,1129500,144,0.0557,0.1065,0.0933,0.4166,0.2888,0.4031,0.683,0.5255,0.5397
NW_006803946.1,2484015,4828291,3640039,128,0.084,0.0943,0.1025,0.419,0.3628,0.3675,0.6476,0.5009,0.5263
NW_006803946.1,4842323,7572464,6167797,135,0.0808,0.0905,0.126,0.3793,0.3408,0.3442,0.63,0.4631,0.4848
NW_006803947.1,7975,2694876,1471612,127,0.0404,0.0916,0.0797,0.4747,0.1503,0.502,0.7656,0.3789,0.652
NW_006803947.1,2714476,5670455,4100913,152,0.0461,0.0959,0.0689,0.4778,0.174,0.4959,0.7502,0.4288,0.6498
NW_006803947.1,5737973,8450788,7048340,138,0.0586,0.0958,0.0826,0.4751,0.2193,0.4054,0.7258,0.4338,0.577
NW_006803948.1,44517,2457571,1254576,139,0.073,0.1162,0.081,0.4281,0.2239,0.3275,0.6436,0.3913,0.4601
NW_006803948.1,2459680,4827145,3582610,127,0.1016,0.1157,0.07,0.3645,0.3862,0.4146,0.5396,0.5074,0.5529
NW_006803948.1,4859408,7295627,6169475,152,0.0899,0.1094,0.1096,0.3299,0.3174,0.3958,0.5362,0.4311,0.5102
NW_006803949.1,78324,2849799,1383179,129,0.0515,0.0725,0.0759,0.3976,0.2416,0.3519,0.7328,0.5074,0.6012
NW_006803949.1,2867514,6082571,4452353,132,0.0496,0.0691,0.0662,0.4152,0.2401,0.4584,0.7523,0.5294,0.695
NW_006803950.1,87178,2681892,1477036,113,0.0632,0.07,0.0582,0.4355,0.1998,0.4538,0.7332,0.4221,0.6987
NW_006803950.1,2701370,5008170,4005208,134,0.0919,0.1065,0.082,0.3722,0.268,0.3104,0.5782,0.3967,0.4625
NW_006803950.1,5063823,7417230,6160837,150,0.0689,0.1153,0.0843,0.4453,0.2424,0.4495,0.6636,0.4293,0.5652
NW_006803951.1,12779,1895707,1031764,135,0.0666,0.0707,0.0596,0.4122,0.206,0.4505,0.712,0.4172,0.6936
NW_006803951.1,1930618,5072731,3282677,141,0.0603,0.1003,0.0593,0.4474,0.2278,0.4106,0.7016,0.4772,0.5956
NW_006803951.1,5079771,7078137,6077180,116,0.0546,0.0992,0.0902,0.4262,0.1845,0.4391,0.7017,0.3722,0.5861
NW_006803953.1,22572,2896877,1425196,117,0.0583,0.0897,0.0984,0.4242,0.2405,0.4086,0.7074,0.4438,0.5767
NW_006803953.1,2899018,5958574,4569423,133,0.0614,0.1008,0.0678,0.4696,0.2327,0.3931,0.711,0.4669,0.5717
NW_006803953.1,5966271,8497588,7219682,122,0.0354,0.1127,0.0789,0.4979,0.1797,0.4431,0.7561,0.4755,0.5713
NW_006803954.1,14999,2716428,1337080,131,0.0451,0.0974,0.0777,0.4529,0.2346,0.4609,0.7379,0.5227,0.6172
NW_006803954.1,2721781,5811867,4254199,131,0.0703,0.0932,0.1067,0.4938,0.2586,0.4312,0.7176,0.4174,0.5768
NW_006803955.1,188,2819745,1468525,120,0.0544,0.1024,0.0753,0.4411,0.1748,0.4711,0.7064,0.3801,0.6151
NW_006803955.1,2822855,5455822,4076401,125,0.0517,0.0863,0.0686,0.4284,0.2102,0.4313,0.7282,0.4709,0.6331
NW_006803955.1,5469488,7934759,6759730,141,0.0813,0.0786,0.0766,0.4132,0.3032,0.3946,0.6714,0.4768,0.618
NW_006803956.1,43648,2923262,1551720,137,0.0689,0.0694,0.0715,0.3831,0.2123,0.4004,0.6906,0.4005,0.6525
NW_006803956.1,2923546,5188312,4115972,114,0.0328,0.0677,0.1015,0.4552,0.2108,0.4854,0.8084,0.5019,0.6757
NW_006803956.1,5189222,7383098,6280193,115,0.0838,0.0968,0.1018,0.3167,0.2913,0.3737,0.5552,0.4257,0.5268
NW_006803957.1,26235,1901836,936623,109,0.0724,0.1,0.0987,0.4617,0.253,0.4095,0.6879,0.4131,0.5535
NW_006803957.1,1905640,5192939,3447148,163,0.0667,0.0916,0.0776,0.4435,0.237,0.435,0.6996,0.4387,0.6136
NW_006803957.1,5204505,7725457,6523872,115,0.0654,0.0765,0.0846,0.4199,0.1782,0.4252,0.7102,0.3273,0.6358
NW_006803958.1,20835,2728604,1357683,125,0.0495,0.0991,0.0898,0.4436,0.2312,0.4546,0.722,0.4782,0.5975
NW_006803958.1,2750147,5004802,4084650,119,0.0493,0.0703,0.0604,0.4543,0.2454,0.3834,0.77,0.5471,0.6517
NW_006803958.1,5039159,7213767,6035915,116,0.0636,0.0795,0.0808,0.4102,0.1867,0.4518,0.7037,0.3581,0.6497
NW_006803959.1,54095,3307157,1759902,169,0.0745,0.0897,0.0882,0.4344,0.2775,0.401,0.6821,0.4534,0.5819
NW_006803959.1,3334170,6287328,4791271,140,0.0703,0.1009,0.0888,0.4101,0.2393,0.3813,0.6581,0.4135,0.5386
NW_006803960.1,19578,3835179,1955524,150,0.0498,0.0907,0.1077,0.4733,0.251,0.4716,0.7484,0.4783,0.6093
NW_006803960.1,3923121,6545459,5183483,132,0.0685,0.0959,0.0625,0.425,0.2354,0.4334,0.6786,0.4518,0.6182
NW_006803961.1,29145,2922881,1538538,162,0.0535,0.1051,0.0827,0.4994,0.2247,0.4382,0.7343,0.4629,0.5803
NW_006803961.1,2929171,5279924,3992103,122,0.0921,0.1195,0.0757,0.3416,0.2495,0.3354,0.5286,0.3785,0.4672
NW_006803962.1,63526,2510624,1283470,154,0.076,0.0952,0.095,0.361,0.2306,0.3459,0.6174,0.3727,0.5121
NW_006803962.1,2523132,5157881,3812083,146,0.068,0.0826,0.0929,0.4748,0.2846,0.4593,0.7262,0.4772,0.6342
NW_006803962.1,5163520,6995494,6063917,113,0.0469,0.098,0.068,0.4957,0.2572,0.39,0.754,0.5606,0.5758
NW_006803963.1,22639,2390781,1317318,153,0.0815,0.1092,0.089,0.4214,0.2776,0.3734,0.6331,0.4308,0.5126
NW_006803963.1,2464602,5818098,4087979,164,0.0955,0.1054,0.0873,0.4067,0.2886,0.3423,0.6019,0.407,0.4932
NW_006803964.1,8737,2331159,1248497,131,0.0624,0.0956,0.0898,0.4566,0.2491,0.4274,0.7093,0.4543,0.5862
NW_006803964.1,2342036,4711830,3586565,134,0.0803,0.0938,0.1175,0.3205,0.2946,0.3409,0.572,0.4213,0.4837
NW_006803964.1,4809339,6786703,5830546,124,0.0848,0.0926,0.0911,0.3559,0.2252,0.3637,0.5988,0.3423,0.54
NW_006803965.1,2384,2812989,1208859,141,0.0528,0.0834,0.0843,0.4586,0.215,0.4938,0.746,0.4473,0.6614
NW_006803965.1,2852167,4767619,3867274,99,0.0383,0.0816,0.0731,0.4682,0.2114,0.4675,0.7815,0.529,0.662
NW_006803966.1,879,1847689,920026,111,0.065,0.0907,0.0797,0.3826,0.2184,0.373,0.6648,0.4125,0.5663
NW_006803966.1,1867831,4940525,3476211,124,0.1075,0.0682,0.1044,0.3684,0.2531,0.3386,0.6016,0.3101,0.5638
NW_006803966.1,4940849,7100220,5937537,120,0.0542,0.082,0.0802,0.4207,0.1622,0.4465,0.7254,0.3434,0.641
NW_006803967.1,882,2213824,1159760,125,0.0853,0.099,0.0687,0.4065,0.2527,0.3558,0.6295,0.4115,0.5434
NW_006803967.1,2291184,4096191,3195401,104,0.05,0.0916,0.0675,0.4341,0.2151,0.39,0.7269,0.4886,0.592
NW_006803967.1,4101787,6445843,5279495,145,0.116,0.1032,0.0846,0.3516,0.3347,0.4094,0.518,0.4109,0.5611
NW_006803968.1,47922,2400233,1229894,126,0.0693,0.0964,0.0651,0.4312,0.2372,0.4155,0.6803,0.4476,0.6019
NW_006803968.1,2416364,4548265,3414455,110,0.0564,0.0925,0.0897,0.5118,0.2403,0.4532,0.7511,0.4641,0.6112
NW_006803968.1,4563361,6347272,5420317,111,0.0525,0.1159,0.0773,0.4304,0.2459,0.3924,0.6842,0.5072,0.5271
NW_006803969.1,36594,3372543,1801077,142,0.0593,0.0952,0.0784,0.4173,0.1917,0.3845,0.6929,0.3885,0.5665
NW_006803969.1,3497781,5618250,4535997,127,0.05,0.1058,0.0583,0.4964,0.2206,0.5056,0.7382,0.5127,0.6439
NW_006803970.1,120694,3464175,1665441,157,0.0473,0.0954,0.0927,0.3983,0.1898,0.4009,0.7055,0.4097,0.5636
NW_006803970.1,3478252,6072536,4894793,124,0.0463,0.077,0.0801,0.4776,0.2318,0.4291,0.7764,0.5093,0.6421
NW_006803971.1,2625,4078512,2238713,140,0.0641,0.0892,0.0805,0.4213,0.263,0.388,0.6947,0.4801,0.5813
NW_006803971.1,4112822,7341032,5592442,117,0.0682,0.0871,0.1039,0.3407,0.2243,0.4118,0.63,0.3748,0.5792
NW_006803972.1,1388,2241892,1130624,139,0.085,0.0997,0.1485,0.3602,0.3414,0.3748,0.5912,0.4288,0.47
NW_006803972.1,2245454,5650469,4025630,154,0.0854,0.1152,0.1007,0.4185,0.3238,0.421,0.6157,0.4599,0.5282
NW_006803973.1,60348,2752866,1292107,138,0.0649,0.0959,0.0808,0.4477,0.2354,0.4302,0.6992,0.4381,0.5969
NW_006803973.1,2760054,5087035,3979588,114,0.0621,0.0786,0.086,0.4026,0.296,0.4611,0.7032,0.52,0.6518
NW_006803974.1,14621,2999356,1566326,119,0.0894,0.1243,0.098,0.3435,0.2236,0.3664,0.5285,0.3177,0.4641
NW_006803974.1,3020286,6640219,4798697,138,0.0471,0.1047,0.0769,0.4283,0.2092,0.4757,0.7099,0.4755,0.6116
NW_006803975.1,35274,3322745,1656260,142,0.0682,0.0841,0.0934,0.3825,0.2258,0.434,0.6683,0.3927,0.6138
NW_006803975.1,3352687,6030339,4547445,113,0.0619,0.1058,0.0498,0.5137,0.1862,0.5018,0.7255,0.4171,0.6498
NW_006803976.1,6047,2729911,1363940,123,0.0564,0.1182,0.1026,0.4218,0.2249,0.4142,0.6677,0.4196,0.5147
NW_006803976.1,2763462,4767490,3775133,114,0.068,0.0806,0.0642,0.4348,0.2654,0.4404,0.7079,0.492,0.6578
NW_006803977.1,113635,3696136,1656211,126,0.0483,0.0744,0.0916,0.4489,0.2233,0.4629,0.7633,0.4676,0.6572
NW_006803977.1,3764187,7186892,5370268,129,0.0269,0.1285,0.0974,0.4064,0.1875,0.4572,0.7016,0.4997,0.5326
NW_006803978.1,6284,2079360,1021644,115,0.0732,0.0654,0.0697,0.4181,0.2358,0.34,0.7101,0.4253,0.6199
NW_006803978.1,2079666,4500755,3410308,138,0.0766,0.0797,0.0966,0.3471,0.257,0.3326,0.6293,0.4083,0.5363
NW_006803979.1,25225,2640683,1231293,116,0.037,0.0963,0.0614,0.3973,0.1928,0.436,0.7258,0.5282,0.6202
NW_006803979.1,2676949,5344263,4048751,129,0.0506,0.0772,0.1185,0.3801,0.2008,0.3843,0.7163,0.3717,0.5642
NW_006803980.1,52770,3330403,1495424,133,0.0463,0.0852,0.0923,0.4436,0.2767,0.436,0.7488,0.5495,0.6137
NW_006803980.1,3332705,6485161,5054684,129,0.0513,0.1053,0.0954,0.4263,0.2732,0.4284,0.6993,0.5204,0.5599
NW_006803981.1,10348,3159617,1713444,128,0.0649,0.0751,0.094,0.4353,0.2202,0.4374,0.7222,0.3939,0.6371
NW_006803981.1,3175668,6406206,4802429,135,0.0662,0.0904,0.1074,0.3948,0.282,0.3076,0.6714,0.4614,0.467
NW_006803982.1,1825,2940739,1555002,140,0.0709,0.0834,0.1086,0.4751,0.3021,0.4644,0.72,0.4692,0.6197
NW_006803982.1,3018454,6304951,4694899,150,0.1052,0.0735,0.1014,0.3455,0.2655,0.3188,0.5776,0.3364,0.5327
NW_006803983.1,6360,1860575,912920,109,0.0597,0.093,0.074,0.4057,0.1483,0.424,0.688,0.2983,0.6064
NW_006803983.1,1902763,4751277,3029173,130,0.0639,0.0926,0.0589,0.4721,0.1849,0.4224,0.719,0.3908,0.6225
NW_006803984.1,21442,2588510,1235004,126,0.0615,0.0975,0.0765,0.3967,0.2451,0.4144,0.6714,0.4713,0.5862
NW_006803984.1,2600017,5636470,4005266,143,0.0363,0.0923,0.0738,0.4671,0.2028,0.4969,0.7694,0.5241,0.6533
NW_006803985.1,11594,2025779,994341,123,0.0787,0.088,0.0941,0.3238,0.3031,0.3912,0.5888,0.4637,0.5714
NW_006803985.1,2052339,4321257,3154249,128,0.0755,0.0767,0.108,0.3689,0.2573,0.3622,0.6546,0.3975,0.5587
NW_006803986.1,12816,2689906,1293012,124,0.0454,0.0967,0.0836,0.4171,0.193,0.3952,0.7188,0.4415,0.5658
NW_006803986.1,2694282,4923124,3838853,133,0.0491,0.0701,0.1126,0.3582,0.2381,0.4242,0.7177,0.4535,0.6199
NW_006803987.1,10353,2653712,1322728,129,0.0447,0.0982,0.0854,0.3854,0.2023,0.4183,0.698,0.4586,0.5782
NW_006803987.1,2665046,4633563,3637644,105,0.0646,0.1192,0.0942,0.4035,0.2312,0.3928,0.6375,0.4127,0.5028
NW_006803989.1,1239,2348556,1177140,152,0.0617,0.0936,0.0628,0.4645,0.2528,0.432,0.7175,0.5012,0.6224
NW_006803989.1,2352923,4923374,3570941,136,0.0571,0.0936,0.0596,0.433,0.2246,0.4337,0.709,0.4852,0.6268
NW_006803990.1,17051,2700166,1359458,164,0.0843,0.1044,0.095,0.4093,0.2696,0.4214,0.6258,0.4047,0.557
NW_006803990.1,2704020,5350170,4014504,147,0.0651,0.0968,0.0974,0.3962,0.3399,0.3252,0.6648,0.5415,0.4837
NW_006803991.1,16854,3441264,1943720,153,0.0781,0.0904,0.0763,0.3715,0.2282,0.3597,0.6294,0.3882,0.5594
NW_006803991.1,3486512,4964206,4209778,120,0.0559,0.0989,0.0729,0.4139,0.2393,0.3296,0.6922,0.4906,0.5133
NW_006803992.1,75964,2614366,1367027,122,0.0817,0.083,0.0673,0.4312,0.2332,0.3967,0.6759,0.3967,0.6189
NW_006803992.1,2683166,5481492,4123543,128,0.0543,0.0863,0.0977,0.3667,0.2,0.3631,0.6834,0.3912,0.5472
NW_006803993.1,9208,3050925,1573529,153,0.0864,0.0769,0.0953,0.3988,0.3082,0.4155,0.6541,0.446,0.6161
NW_006803993.1,3075001,5534709,4238911,129,0.0504,0.0838,0.0794,0.4471,0.2642,0.4732,0.7444,0.5365,0.6537
NW_006803994.1,29396,3056518,1322263,133,0.0616,0.1164,0.0784,0.4259,0.2249,0.3517,0.6631,0.4376,0.4877
NW_006803994.1,3113737,6213208,4695919,109,0.0495,0.0917,0.0855,0.4224,0.2175,0.4459,0.7212,0.4636,0.6124
NW_006803995.1,1580,3262034,1606434,159,0.0377,0.0669,0.0747,0.4225,0.2298,0.4073,0.7853,0.5568,0.6602
NW_006803995.1,3262746,5631867,4440348,140,0.0771,0.0923,0.1008,0.3229,0.3669,0.3877,0.5842,0.5258,0.5508
NW_006803996.1,46971,2881271,1569717,150,0.0482,0.1074,0.0617,0.3859,0.2617,0.4205,0.676,0.5702,0.5838
NW_006803996.1,2927787,5361794,4059586,127,0.0565,0.0956,0.1148,0.4341,0.2522,0.3705,0.7079,0.4436,0.5121
NW_006803998.1,41901,2108721,1146323,116,0.063,0.0674,0.1011,0.4134,0.2302,0.4592,0.7254,0.4065,0.662
NW_006803998.1,2126307,4697169,3476933,123,0.0386,0.0851,0.0621,0.4777,0.1916,0.4707,0.7797,0.5157,0.6667
NW_006803999.1,166242,2783961,1488784,148,0.1165,0.0977,0.105,0.3826,0.2251,0.3755,0.5546,0.2464,0.5231
