scaffold,start,end,mid,sites,pi_roumanicus,pi_europaeus,dxy_roumanicus_europaeus,Fst_roumanicus_europaeus
NW_006803927.1,4699245,6809704,5697039,124,0.0578,0.1024,0.3301,0.6174
NW_006803927.1,4847902,6956070,5843325,125,0.0552,0.1093,0.3407,0.6213
NW_006803927.1,4987271,7212754,6042707,124,0.0592,0.1019,0.3412,0.6252
NW_006803927.1,5236500,7295056,6224162,117,0.0586,0.0991,0.3093,0.6008
NW_006803927.1,5386998,7556419,6487818,122,0.0592,0.0994,0.3094,0.5991
NW_006803927.1,5619547,7707187,6697275,117,0.0547,0.1027,0.3156,0.6099
NW_006803927.1,5784581,7900965,6863545,118,0.0567,0.1019,0.2989,0.5889
NW_006803927.1,6025487,8180757,7129849,121,0.0588,0.0938,0.3022,0.6027
NW_006803927.1,6221548,8375012,7293274,119,0.06,0.0887,0.3426,0.6475
NW_006803927.1,6395544,8538637,7463084,120,0.0584,0.09,0.3574,0.661
NW_006803927.1,6637298,8756167,7722385,119,0.0678,0.0933,0.3714,0.6462
NW_006803927.1,6850472,8874897,7895779,121,0.062,0.0962,0.3841,0.6636
NW_006803927.1,7016729,9001039,8054962,120,0.0621,0.0886,0.3792,0.6716
NW_006803927.1,7219370,9233063,8269111,127,0.0465,0.0948,0.3816,0.6972
NW_006803927.1,7347007,9432196,8382990,129,0.0459,0.0946,0.3858,0.7017
NW_006803927.1,7557771,9709834,8610039,122,0.0406,0.0933,0.3929,0.72
NW_006803927.1,7715001,9929721,8762702,121,0.0435,0.0853,0.3913,0.7258
NW_006803927.1,7921933,10136143,8949945,121,0.0459,0.0843,0.4154,0.7362
NW_006803927.1,8225047,10411511,9228679,118,0.0504,0.083,0.4023,0.7211
NW_006803927.1,8388395,10575287,9396059,122,0.0495,0.0864,0.3631,0.6918
NW_006803927.1,8565005,10917914,9658164,128,0.0464,0.0819,0.3673,0.7097
NW_006803927.1,8762474,11222187,9893545,127,0.0517,0.0756,0.3672,0.7079
NW_006803927.1,8886988,11524889,10163843,130,0.0501,0.0662,0.3578,0.7222
NW_006803927.1,9012173,11962728,10439104,137,0.0632,0.0655,0.3486,0.6853
NW_006803927.1,9243260,12273855,10780700,138,0.0746,0.0714,0.3491,0.6495
NW_006803927.1,9510322,12442793,11026547,141,0.0725,0.0775,0.3631,0.6553
NW_006803927.1,9723820,12654864,11239822,146,0.0743,0.0731,0.3549,0.6518
NW_006803927.1,9932394,12959361,11449736,151,0.0765,0.0812,0.3478,0.6277
NW_006803927.1,10136939,13342415,11806967,165,0.0757,0.0886,0.3646,0.6315
NW_006803927.1,10414813,13538643,12073410,167,0.079,0.095,0.3687,0.618
NW_006803927.1,10590682,13781191,12284725,167,0.0815,0.0897,0.3888,0.6371
NW_006803927.1,10979191,14055565,12568668,158,0.0838,0.0973,0.386,0.619
NW_006803927.1,11247396,14318945,12834377,164,0.0801,0.107,0.377,0.6044
NW_006803927.1,11558610,14553172,13114654,164,0.0803,0.1204,0.3757,0.5829
NW_006803927.1,11999220,14909625,13434785,165,0.0705,0.1256,0.3668,0.5864
NW_006803928.1,1627,2487121,1175580,129,0.0691,0.1018,0.3666,0.6261
NW_006803928.1,236279,2716102,1417519,130,0.0645,0.0946,0.3718,0.6514
NW_006803928.1,453972,3051710,1718992,133,0.0589,0.1016,0.3782,0.6571
NW_006803928.1,707676,3423776,2074612,134,0.0423,0.0993,0.4345,0.7311
NW_006803928.1,869607,3699616,2328120,135,0.0374,0.0899,0.4045,0.7395
NW_006803928.1,1262888,3896829,2613007,133,0.0384,0.0906,0.4072,0.7377
NW_006803928.1,1496393,4125353,2802534,128,0.0409,0.0845,0.3922,0.7334
NW_006803928.1,1679763,4355784,3006348,134,0.0433,0.0856,0.3736,0.7146
NW_006803928.1,1830591,4619313,3192071,134,0.0482,0.0806,0.3788,0.7153
NW_006803928.1,2142825,4814074,3451194,131,0.0511,0.0725,0.3988,0.7346
NW_006803928.1,2306012,5159686,3699993,141,0.0457,0.0818,0.41,0.7378
NW_006803928.1,2563799,5261812,3892060,138,0.0381,0.0879,0.3973,0.7373
NW_006803928.1,2851537,5465897,4164849,129,0.0411,0.0871,0.3902,0.7275
NW_006803928.1,3079014,5762014,4410000,126,0.0456,0.0811,0.3814,0.7221
NW_006803928.1,3461630,6004166,4736483,126,0.0609,0.0906,0.3522,0.6503
NW_006803928.1,3699883,6386233,5012732,126,0.0662,0.0898,0.3757,0.6584
NW_006803928.1,3913368,6710381,5331910,125,0.0713,0.0877,0.3918,0.6629
NW_006803928.1,4153731,6978170,5548897,133,0.0691,0.0831,0.4218,0.6941
NW_006803928.1,4363427,7280572,5870699,139,0.0664,0.0845,0.4465,0.7119
NW_006803928.1,4621708,7502200,6048085,136,0.0653,0.0874,0.4387,0.7053
NW_006803928.1,4874691,7682758,6226343,131,0.0695,0.0874,0.4295,0.6919
NW_006803928.1,5172015,7814349,6492222,124,0.0751,0.0836,0.4372,0.6912
NW_006803928.1,5275142,8312147,6827863,137,0.0861,0.0814,0.4412,0.6762
NW_006803928.1,5484684,8512669,7082532,145,0.0816,0.0894,0.4679,0.6892
NW_006803928.1,5773813,8745978,7319751,142,0.0774,0.0861,0.4976,0.7163
NW_006803928.1,6037075,8948934,7582077,141,0.0721,0.0815,0.4958,0.7305
NW_006803928.1,6391694,9061027,7789453,133,0.0696,0.0846,0.5076,0.7365
NW_006803928.1,6717293,9364314,8033314,132,0.0737,0.086,0.5052,0.7263
NW_006803928.1,7014014,9513468,8258953,124,0.0748,0.0856,0.48,0.7126
NW_006803928.1,7303811,9706672,8522752,116,0.0765,0.0879,0.4749,0.7039
NW_006803928.1,7558974,9899313,8716107,117,0.0726,0.0892,0.483,0.7133
NW_006803928.1,7683072,10001628,8853127,123,0.0678,0.0932,0.4677,0.7087
NW_006803928.1,7856432,10153522,9022171,123,0.0684,0.0861,0.4785,0.7227
NW_006803928.1,8368344,10460154,9341431,109,0.0572,0.0944,0.4748,0.7301
NW_006803928.1,8549984,10939911,9773712,123,0.0622,0.0938,0.4152,0.6879
NW_006803928.1,8752574,11087303,9955072,124,0.0641,0.1019,0.3993,0.6612
NW_006803928.1,8952266,11333584,10186912,124,0.0593,0.11,0.3849,0.648
NW_006803928.1,9063928,11626237,10386525,134,0.0663,0.1083,0.4034,0.6503
NW_006803928.1,9385642,11984960,10686074,141,0.0573,0.1072,0.3891,0.6597
NW_006803928.1,9550095,12215935,10887880,149,0.0614,0.102,0.3826,0.6544
NW_006803928.1,9709581,12416908,11084478,153,0.0629,0.1056,0.3672,0.6335
NW_006803928.1,9903073,12695079,11255679,152,0.0644,0.1058,0.3612,0.625
NW_006803928.1,10002217,12919288,11470045,155,0.0672,0.0982,0.3628,0.6326
NW_006803928.1,10160886,13191879,11666009,158,0.0673,0.0985,0.3665,0.6349
NW_006803928.1,10562112,13563595,11959278,157,0.0811,0.0773,0.3783,0.6489
NW_006803928.1,10944607,13657465,12215402,139,0.0813,0.0784,0.398,0.6614
NW_006803929.1,3954,2174834,1157716,123,0.0778,0.0824,0.4408,0.6899
NW_006803929.1,347955,2596622,1404305,123,0.0764,0.0805,0.4615,0.7068
NW_006803929.1,643317,2755699,1621318,113,0.0732,0.0768,0.4467,0.71
NW_006803929.1,862174,3105136,1888808,119,0.0618,0.0874,0.4593,0.7234
NW_006803929.1,1075710,3289971,2084484,116,0.057,0.0845,0.4496,0.7315
NW_006803929.1,1285563,3594597,2335571,116,0.0555,0.0814,0.4545,0.7415
NW_006803929.1,1451170,3948865,2578866,117,0.0506,0.0846,0.467,0.7525
NW_006803929.1,1597707,4219699,2776382,119,0.0532,0.0853,0.4806,0.7527
NW_006803929.1,1758716,4397934,2998772,117,0.0521,0.0806,0.4559,0.7499
NW_006803929.1,1902537,4841984,3281331,121,0.0463,0.0817,0.4673,0.7651
NW_006803929.1,1999779,5203283,3556388,125,0.0523,0.0823,0.4482,0.7434
NW_006803929.1,2208384,5414430,3796846,128,0.0531,0.0902,0.4229,0.7164
NW_006803929.1,2640308,5644959,4193444,135,0.0569,0.099,0.3664,0.6566
NW_006803929.1,2772037,6164671,4473195,146,0.0543,0.097,0.3576,0.6584
NW_006803929.1,3117740,6385087,4844070,144,0.0625,0.0978,0.3338,0.6182
NW_006803929.1,3314667,6553966,5064274,141,0.0631,0.1008,0.3218,0.6
NW_006803929.1,3668929,6789463,5351955,143,0.061,0.1062,0.3363,0.6095
NW_006803929.1,3968772,6991103,5618121,144,0.0676,0.1096,0.329,0.5819
NW_006803929.1,4220056,7310601,5851071,149,0.0705,0.111,0.3278,0.5722
NW_006803929.1,4405080,7481840,6067381,150,0.0719,0.1113,0.3082,0.5472
NW_006803929.1,4874985,7780729,6298311,145,0.0792,0.1031,0.3239,0.5624
NW_006803929.1,5221772,8139339,6562646,145,0.0788,0.1047,0.3401,0.5772
NW_006803929.1,5437676,8505673,6817580,146,0.081,0.1024,0.3571,0.5923
NW_006803929.1,5704945,8857318,7121739,138,0.0777,0.0937,0.368,0.6221
NW_006803929.1,6185993,9029739,7464680,131,0.0824,0.098,0.3908,0.6245
NW_006803929.1,6385371,9187138,7735463,128,0.0777,0.0883,0.4094,0.6617
NW_006803929.1,6554593,9341399,7938582,131,0.0783,0.0878,0.4106,0.6621
NW_006803929.1,6800854,9495345,8190858,124,0.0784,0.0832,0.405,0.6647
NW_006803929.1,6991424,9584186,8400762,119,0.0715,0.0805,0.3982,0.678
NW_006803929.1,7312921,9781573,8620097,110,0.0671,0.0759,0.4054,0.699
NW_006803929.1,7521977,10048437,8905208,114,0.0843,0.0709,0.4279,0.6862
NW_006803929.1,7789071,10341708,9153455,119,0.0693,0.0801,0.4061,0.6884
NW_006803929.1,8187002,10558507,9452634,116,0.0713,0.0706,0.3851,0.6849
NW_006803929.1,8572776,10739692,9680351,119,0.0611,0.0798,0.3784,0.6877
NW_006803929.1,8868661,11114010,9915651,123,0.0601,0.0819,0.3937,0.6967
NW_006803929.1,9037238,11348264,10044371,115,0.0577,0.079,0.3873,0.7023
NW_006803929.1,9207526,11718510,10310553,116,0.0534,0.0865,0.391,0.7018
NW_006803929.1,9352816,12008379,10593366,121,0.0499,0.0911,0.3928,0.7032
NW_006803929.1,9503015,12299130,10762942,120,0.0501,0.09,0.4088,0.7145
NW_006803929.1,9609449,12562056,11012668,127,0.049,0.0927,0.3947,0.7038
NW_006803929.1,9797961,12680714,11151511,129,0.0548,0.0907,0.3865,0.689
NW_006803929.1,10118156,12868516,11421518,115,0.0368,0.0962,0.3874,0.7202
NW_006803929.1,10345463,12939446,11576146,106,0.0393,0.0942,0.3929,0.7215
NW_006803930.1,14512,2928216,1587462,178,0.0885,0.1253,0.3771,0.5616
NW_006803930.1,233099,3206870,1822387,178,0.0822,0.119,0.3834,0.5882
NW_006803930.1,695830,3719138,2113746,183,0.0846,0.1148,0.3894,0.5946
NW_006803930.1,895411,4102276,2358864,188,0.0867,0.1149,0.3834,0.5855
NW_006803930.1,1344283,4328601,2714937,173,0.0843,0.1099,0.4016,0.6123
NW_006803930.1,1624474,4494038,2980475,164,0.0865,0.0914,0.4149,0.644
NW_006803930.1,1903715,4755785,3191940,160,0.0993,0.093,0.4099,0.6147
NW_006803930.1,2003464,5057658,3484947,168,0.0995,0.1056,0.4003,0.5892
NW_006803930.1,2234322,5361331,3785211,173,0.0962,0.107,0.3814,0.5775
NW_006803930.1,2621484,5552991,4113780,163,0.1017,0.1164,0.378,0.551
NW_006803930.1,2745615,5799865,4382777,169,0.0991,0.1117,0.3907,0.5735
NW_006803930.1,3020688,6047801,4650414,166,0.0945,0.1129,0.3823,0.5731
