scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
NW_006803936.1,7861216,10116911,9000054,110,107,0.4329,0.3226,0.146,0.0091,0.0067
NW_006803937.1,31308,3319823,1686937,110,109,0.9428,1.0529,-0.0552,-0.0092,-0.0066
NW_006803937.1,3329078,6215100,4840153,110,109,0.378,3.4722,-0.8036,-0.2419,-0.1457
NW_006803937.1,6220671,9265360,7738845,110,110,1.0631,1.4269,-0.1461,-0.0169,-0.0142
NW_006803938.1,2901,2807331,1619302,110,110,1.2995,0.0,1.0,0.101,0.0664
NW_006803938.1,2819860,5510905,4160674,110,110,0.4674,0.0689,0.743,0.0331,0.0228
NW_006803938.1,5516578,8486800,6937874,110,109,0.4203,1.1744,-0.4729,-0.0401,-0.0294
NW_006803939.1,23111,2118779,1072287,110,110,0.1554,0.9954,-0.7299,-0.0769,-0.0455
NW_006803939.1,2122936,4913926,3703456,110,109,0.5682,0.321,0.278,0.025,0.0159
NW_006803939.1,4917044,7301046,6145952,110,110,2.0744,1.2009,0.2667,0.074,0.0417
NW_006803939.1,7414272,9674924,8608613,110,109,3.5193,1.7541,0.3347,0.0941,0.0765
NW_006803940.1,27664,2627860,1320255,110,110,2.348,5.0712,-0.3671,-0.1966,-0.1151
NW_006803940.1,2640523,4564784,3579297,110,110,0.4578,1.2254,-0.4561,-0.0565,-0.0398
NW_006803940.1,4585365,6851636,5679495,110,110,1.1131,0.6952,0.2311,0.0326,0.0223
NW_006803940.1,6857111,9378724,8117177,110,107,0.5207,0.9818,-0.3069,-0.0325,-0.0247
NW_006803941.1,54718,3405759,1731695,110,109,0.8267,0.1693,0.66,0.0417,0.0318
NW_006803941.1,3426095,5999998,4781986,110,108,0.5493,0.0322,0.8892,0.0353,0.0267
NW_006803941.1,6020211,8401491,7219281,110,107,2.9309,1.9767,0.1944,0.0689,0.0472
NW_006803942.1,100232,3239578,1549949,110,108,0.1911,0.001,0.9897,0.0158,0.0125
NW_006803942.1,3245152,6449732,4612590,110,107,0.9286,0.2395,0.59,0.057,0.0398
NW_006803942.1,6450000,8842215,7717320,110,107,0.5221,1.0462,-0.3342,-0.0389,-0.0256
NW_006803943.1,138087,3093394,1587897,110,107,0.3611,0.1635,0.3768,0.0163,0.0111
NW_006803943.1,3127331,5028459,4094749,110,107,0.7663,0.3154,0.4169,0.0355,0.0286
NW_006803943.1,5048940,7273257,6230780,110,109,0.8819,0.1328,0.7383,0.1207,0.0601
NW_006803944.1,37523,2953046,1384316,110,108,3.7172,2.6469,0.1682,0.064,0.0488
NW_006803944.1,2970530,5542961,4327366,110,109,0.5641,1.3645,-0.415,-0.0736,-0.0386
NW_006803944.1,5567802,8352232,6947576,110,108,0.2206,0.1526,0.1821,0.0067,0.0041
NW_006803945.1,27319,3774653,1909214,110,109,1.4735,0.2591,0.7009,0.1178,0.0847
NW_006803945.1,3780325,6479129,5318049,110,109,0.9102,0.132,0.7468,0.069,0.0429
NW_006803945.1,6523221,9027440,7906395,110,109,0.7463,0.046,0.884,0.0363,0.0285
NW_006803946.1,24807,2457489,1098673,110,109,2.1907,0.768,0.4808,0.0869,0.0576
NW_006803946.1,2484015,4828291,3645557,110,110,1.8554,0.6964,0.4542,0.051,0.0367
NW_006803946.1,4842323,7572464,6176364,110,108,5.1357,1.0415,0.6628,0.2614,0.1928
NW_006803947.1,7975,2694876,1566975,110,106,0.3666,0.8561,-0.4004,-0.0311,-0.0244
NW_006803947.1,2714476,5670455,4020705,110,110,0.389,0.05,0.7722,0.0222,0.0175
NW_006803947.1,5737973,8450788,7060004,110,109,0.8875,2.3641,-0.4541,-0.0772,-0.0618
NW_006803948.1,44517,2457571,1224436,110,110,1.616,1.178,0.1567,0.0301,0.0229
NW_006803948.1,2459680,4827145,3556024,110,105,2.4343,1.0041,0.416,0.0767,0.0544
NW_006803948.1,4859408,7295627,6190931,110,108,2.3155,1.6585,0.1653,0.0493,0.0319
NW_006803949.1,78324,2849799,1370647,110,109,1.6672,0.1968,0.7888,0.0767,0.0628
NW_006803949.1,2867514,6082571,4478086,110,108,0.1633,0.2981,-0.2921,-0.0166,-0.0113
NW_006803950.1,87178,2681892,1447404,110,109,0.1531,0.9049,-0.7106,-0.0637,-0.0443
NW_006803950.1,2701370,5008170,4041710,110,108,0.6146,1.7688,-0.4843,-0.0772,-0.059
NW_006803950.1,5063823,7417230,6217800,110,106,0.375,0.5841,-0.218,-0.0164,-0.0089
NW_006803951.1,12779,1895707,953953,110,110,1.1943,0.1983,0.7152,0.0603,0.0457
NW_006803951.1,1930618,5072731,3360725,110,107,0.5172,0.0822,0.7258,0.0242,0.0203
NW_006803951.1,5079771,7078137,6170332,110,110,0.5703,1.2509,-0.3737,-0.0682,-0.0464
NW_006803953.1,22572,2896877,1498865,110,107,0.719,1.5297,-0.3605,-0.0804,-0.0484
NW_006803953.1,2899018,5958574,4631167,110,105,0.3058,0.2595,0.0819,0.0048,0.0031
NW_006803953.1,5966271,8497588,7209878,105,105,0.8314,0.3843,0.3678,0.0428,0.0351
NW_006803954.1,14999,2716428,1337302,110,110,0.4519,1.1607,-0.4395,-0.0396,-0.0263
NW_006803954.1,2721781,5811867,4361274,110,109,1.9788,0.1192,0.8864,0.102,0.0898
NW_006803955.1,188,2819745,1452491,110,110,0.3354,1.1484,-0.5479,-0.0516,-0.039
NW_006803955.1,2822855,5455822,4132622,110,106,0.4086,0.0577,0.7524,0.0394,0.025
NW_006803955.1,5469488,7934759,6755063,110,105,2.9116,3.4107,-0.0789,-0.0235,-0.0162
NW_006803956.1,43648,2923262,1623906,110,109,0.4966,2.2088,-0.6329,-0.1173,-0.0881
NW_006803956.1,2923546,5188312,4111821,110,109,1.8062,2.1535,-0.0877,-0.0364,-0.0222
NW_006803956.1,5189222,7383098,6334602,110,110,0.8689,0.642,0.1502,0.0462,0.0258
NW_006803957.1,26235,1901836,887372,110,107,0.3123,0.0971,0.5257,0.0184,0.0141
NW_006803957.1,1905640,5192939,3538867,110,110,0.1015,0.8839,-0.7939,-0.0475,-0.0375
NW_006803957.1,5204505,7725457,6432341,100,99,nan,nan,nan,nan,nan
NW_006803958.1,20835,2728604,1476954,110,108,0.5157,0.3574,0.1813,0.0103,0.0068
NW_006803958.1,2750147,5004802,3968040,110,110,0.3991,1.1411,-0.4818,-0.0581,-0.0473
NW_006803958.1,5039159,7213767,6022776,110,109,0.7958,0.2195,0.5676,0.0551,0.0336
NW_006803959.1,54095,3307157,1541740,110,108,1.0136,0.2133,0.6522,0.0575,0.0376
NW_006803959.1,3334170,6287328,4801069,110,109,0.3053,1.0302,-0.5427,-0.0562,-0.0402
NW_006803960.1,19578,3835179,1980078,110,109,0.3303,1.0442,-0.5194,-0.0592,-0.0433
NW_006803960.1,3923121,6545459,5206615,110,110,0.9627,0.1181,0.7815,0.0778,0.0551
NW_006803961.1,29145,2922881,1473042,110,107,0.4291,0.0753,0.7014,0.0269,0.0194
NW_006803961.1,2929171,5279924,3941003,110,109,0.8666,1.2858,-0.1948,-0.0347,-0.0264
NW_006803962.1,63526,2510624,1283007,110,109,0.3762,1.311,-0.554,-0.0792,-0.0561
NW_006803962.1,2523132,5157881,3918211,110,110,1.0431,2.0762,-0.3312,-0.0546,-0.0374
NW_006803962.1,5163520,6995494,6070186,110,106,0.6,0.1269,0.651,0.0371,0.0261
NW_006803963.1,22639,2390781,1337555,110,110,1.8577,2.0242,-0.0429,-0.0117,-0.0079
NW_006803963.1,2464602,5818098,4062698,110,109,2.6033,4.935,-0.3093,-0.1793,-0.1003
NW_006803964.1,8737,2331159,1241937,110,109,1.4576,1.2184,0.0894,0.0152,0.011
NW_006803964.1,2342036,4711830,3595803,110,107,2.0925,0.2688,0.7723,0.1078,0.0916
NW_006803964.1,4809339,6786703,5793439,103,101,1.3381,0.3725,0.5645,0.0712,0.0483
NW_006803965.1,2384,2812989,1170663,110,107,0.2996,0.0204,0.8723,0.0169,0.0137
NW_006803965.1,2852167,4767619,3828012,110,107,0.1305,1.0296,-0.775,-0.063,-0.0532
NW_006803966.1,879,1847689,970392,110,109,0.6422,0.4489,0.1772,0.0164,0.014
NW_006803966.1,1867831,4940525,3626033,110,107,1.4885,0.7608,0.3235,0.1156,0.0597
NW_006803966.1,4940849,7100220,5908055,109,108,0.4269,0.4054,0.0259,0.0011,0.001
NW_006803967.1,882,2213824,1162728,110,106,0.4458,0.9612,-0.3663,-0.0675,-0.0415
NW_006803967.1,2291184,4096191,3123277,110,107,1.305,0.2766,0.6502,0.0918,0.0642
NW_006803967.1,4101787,6445843,5332769,110,108,3.1822,3.3465,-0.0252,-0.0112,-0.0076
NW_006803968.1,47922,2400233,1223206,110,108,0.9662,0.2458,0.5944,0.0453,0.032
NW_006803968.1,2416364,4548265,3396566,110,108,0.5901,0.2013,0.4913,0.0269,0.0196
NW_006803968.1,4563361,6347272,5488005,110,108,0.6025,0.5805,0.0186,0.0014,0.001
NW_006803969.1,36594,3372543,1893068,110,110,0.2589,0.4223,-0.2399,-0.0107,-0.0087
NW_006803969.1,3497781,5618250,4633160,110,108,0.6102,0.5182,0.0815,0.0053,0.0043
NW_006803970.1,120694,3464175,1671150,110,110,1.1692,0.2146,0.6898,0.0679,0.0484
NW_006803970.1,3478252,6072536,4949256,110,109,0.5735,0.1549,0.5746,0.0339,0.0238
NW_006803971.1,2625,4078512,2455388,110,110,1.25,0.0242,0.9621,0.0965,0.073
NW_006803971.1,4112822,7341032,5654405,103,102,0.3249,0.5936,-0.2926,-0.0471,-0.0342
NW_006803972.1,1388,2241892,1213891,110,107,3.9359,1.2416,0.5204,0.1744,0.1113
NW_006803972.1,2245454,5650469,4069621,110,110,1.3375,1.6678,-0.1099,-0.0258,-0.0149
NW_006803973.1,60348,2752866,1382073,110,109,0.5072,0.4641,0.0444,0.0035,0.0025
NW_006803973.1,2760054,5087035,3956504,110,109,0.5317,2.4234,-0.6402,-0.162,-0.0989
NW_006803974.1,14621,2999356,1555299,110,107,2.3555,0.703,0.5403,0.1585,0.1203
NW_006803974.1,3020286,6640219,4913040,110,107,2.3288,0.0835,0.9308,0.1208,0.0979
NW_006803975.1,35274,3322745,1750163,110,106,1.2243,0.2131,0.7034,0.0809,0.0564
NW_006803975.1,3352687,6030339,4563976,110,107,1.5227,0.3139,0.6581,0.0957,0.0746
NW_006803976.1,6047,2729911,1250570,110,109,0.1674,0.1967,-0.0804,-0.0018,-0.0015
NW_006803976.1,2763462,4767490,3879555,110,109,1.7494,0.1344,0.8573,0.103,0.0745
NW_006803977.1,113635,3696136,1608671,110,110,0.2455,1.638,-0.7393,-0.1624,-0.11
NW_006803977.1,3764187,7186892,5315426,110,109,0.4696,0.1263,0.5762,0.0293,0.0229
NW_006803978.1,6284,2079360,1039242,110,107,1.2705,1.7413,-0.1563,-0.0333,-0.0231
NW_006803978.1,2079666,4500755,3355191,110,107,0.4264,3.431,-0.7789,-0.2213,-0.1216
NW_006803979.1,25225,2640683,1132294,110,108,0.7128,0.1501,0.6521,0.0373,0.0295
NW_006803979.1,2676949,5344263,4037687,110,108,0.7912,0.1493,0.6826,0.0527,0.0459
NW_006803980.1,52770,3330403,1524802,110,109,1.6426,1.1521,0.1755,0.0311,0.0241
NW_006803980.1,3332705,6485161,5029819,110,110,1.1246,1.0658,0.0268,0.0043,0.0028
NW_006803981.1,10348,3159617,1863738,110,108,0.3244,0.0859,0.5813,0.0206,0.0151
NW_006803981.1,3175668,6406206,4827256,106,105,0.5994,1.3219,-0.3761,-0.0738,-0.0533
NW_006803982.1,1825,2940739,1414299,110,107,0.7698,1.9282,-0.4293,-0.0896,-0.0554
NW_006803982.1,3018454,6304951,4726399,103,102,0.0214,1.1236,-0.9626,-0.1453,-0.072
NW_006803983.1,6360,1860575,948234,110,108,0.5239,1.1269,-0.3653,-0.0516,-0.0412
NW_006803983.1,1902763,4751277,2968274,110,107,0.2992,0.3643,-0.0981,-0.0069,-0.0057
NW_006803984.1,21442,2588510,1302811,110,109,1.1423,1.643,-0.1798,-0.0346,-0.0249
NW_006803984.1,2600017,5636470,4107356,110,109,1.2531,1.3131,-0.0234,-0.0046,-0.0033
NW_006803985.1,11594,2025779,994308,110,109,2.0734,0.1881,0.8336,0.1393,0.103
NW_006803985.1,2052339,4321257,3064823,110,108,1.3128,0.3059,0.6221,0.0593,0.0509
NW_006803986.1,12816,2689906,1354203,110,108,0.2007,0.3167,-0.2242,-0.007,-0.0063
NW_006803986.1,2694282,4923124,3829696,110,106,0.8344,0.1068,0.773,0.0498,0.036
NW_006803987.1,10353,2653712,1266092,110,108,1.261,0.3969,0.5212,0.0922,0.0553
NW_006803987.1,2665046,4633563,3536907,110,109,1.3319,0.1275,0.8253,0.087,0.0587
NW_006803989.1,1239,2348556,1233575,110,109,0.5056,0.1609,0.5171,0.0299,0.0202
NW_006803989.1,2352923,4923374,3509428,110,108,0.761,0.0691,0.8334,0.05,0.0366
NW_006803990.1,17051,2700166,1325876,110,109,2.1352,1.7945,0.0867,0.0264,0.0166
NW_006803990.1,2704020,5350170,4000653,110,108,4.1811,3.4076,0.1019,0.048,0.0345
NW_006803991.1,16854,3441264,1860774,110,108,1.4613,1.0389,0.169,0.0395,0.0192
NW_006803991.1,3486512,4964206,4238605,110,109,0.3299,1.1353,-0.5498,-0.0536,-0.0398
NW_006803992.1,75964,2614366,1448939,110,110,1.6084,0.9895,0.2382,0.0463,0.0335
NW_006803992.1,2683166,5481492,4086734,110,109,0.3866,1.1504,-0.497,-0.0624,-0.0462
NW_006803993.1,9208,3050925,1370251,110,109,2.8382,0.1827,0.8791,0.179,0.1359
NW_006803993.1,3075001,5534709,4229984,110,110,1.4503,0.1428,0.8207,0.0991,0.0901
NW_006803994.1,29396,3056518,1398230,110,109,0.1193,0.0437,0.4638,0.0055,0.0046
NW_006803994.1,3113737,6213208,4620308,106,104,0.423,0.1881,0.3845,0.0233,0.0174
NW_006803995.1,1580,3262034,1554875,110,109,1.0284,0.4557,0.3859,0.0308,0.0242
NW_006803995.1,3262746,5631867,4426898,106,102,4.4896,1.1023,0.6057,0.3224,0.1715
NW_006803996.1,46971,2881271,1573680,110,107,3.5235,1.0848,0.5292,0.1431,0.1255
NW_006803996.1,2927787,5361794,4105241,110,110,0.8317,3.0051,-0.5665,-0.1738,-0.1176
NW_006803998.1,41901,2108721,1109484,110,106,0.403,0.0662,0.7176,0.0291,0.0216
NW_006803998.1,2126307,4697169,3321757,110,108,0.5034,0.0567,0.7976,0.0383,0.0252
NW_006803999.1,166242,2783961,1516223,110,108,1.877,4.5965,-0.4201,-0.1756,-0.1039
NW_006803999.1,2818790,5616140,4198334,109,108,3.0424,3.1855,-0.023,-0.0082,-0.0048
NW_006804000.1,30718,3218397,1426731,110,106,1.549,2.0161,-0.131,-0.0541,-0.0286
NW_006804001.1,50582,2361167,1255360,110,108,1.1608,0.194,0.7135,0.12,0.0753
NW_006804001.1,2364839,5656065,3942594,110,109,1.1048,0.0294,0.9481,0.0565,0.0552
NW_006804002.1,58504,2921286,1577938,110,110,0.4678,0.0738,0.7274,0.0362,0.0261
NW_006804002.1,2945808,5334965,4166874,110,110,0.1182,0.0806,0.1888,0.0029,0.0026
NW_006804003.1,43688,3226931,1535954,110,108,3.4917,0.6382,0.6909,0.2662,0.1593
NW_006804004.1,56980,2817808,1556653,110,109,2.0631,1.4555,0.1727,0.0375,0.0272
NW_006804005.1,13123,2207152,937579,110,107,0.0558,0.1624,-0.4885,-0.0103,-0.0086
NW_006804005.1,2210351,4228909,3210822,110,109,0.9897,0.6208,0.2291,0.0256,0.0161
NW_006804006.1,123972,2541687,1489056,110,107,1.3295,1.3386,-0.0034,-0.0005,-0.0003
NW_006804006.1,2554008,5031833,3819543,110,109,2.6994,0.5055,0.6845,0.1393,0.098
NW_006804007.1,24656,2686314,1415876,110,110,1.3195,1.4549,-0.0488,-0.02,-0.008
NW_006804007.1,2691589,5032756,3968601,110,108,0.4683,1.0084,-0.3657,-0.036,-0.0288
NW_006804008.1,41685,2311158,1210897,110,109,0.2911,1.0537,-0.5671,-0.0581,-0.0372
NW_006804008.1,2330507,5364835,3709565,110,107,2.1452,0.2512,0.7903,0.0903,0.0668
NW_006804009.1,11728,2937922,1600442,110,109,0.7409,0.2046,0.5672,0.064,0.0513
NW_006804009.1,2938955,5617904,4336484,110,107,0.2743,0.2684,0.0108,0.0004,0.0003
NW_006804010.1,32804,2616123,1239780,110,110,0.9441,1.0914,-0.0724,-0.0114,-0.0074
NW_006804011.1,46823,2107911,1113667,110,106,0.4247,2.4401,-0.7035,-0.2009,-0.1282
NW_006804011.1,2115909,4049060,3090979,110,110,0.687,0.8624,-0.1132,-0.0147,-0.0098
NW_006804012.1,24704,2855753,1589028,110,110,1.7656,0.3925,0.6362,0.1235,0.0827
NW_006804012.1,2869765,5446975,4208728,110,108,1.7681,1.1371,0.2172,0.0384,0.0301
NW_006804013.1,49292,3165712,1628431,110,110,3.148,1.0119,0.5135,0.1901,0.1185
NW_006804015.1,98686,2168325,1171344,110,107,0.2908,2.0978,-0.7565,-0.143,-0.0917
NW_006804015.1,2178021,3969996,3090542,110,110,0.3986,0.1909,0.3524,0.0203,0.012
NW_006804016.1,91549,2503099,1460777,110,109,1.5325,1.729,-0.0602,-0.0127,-0.0083
NW_006804016.1,2505113,5092000,3683347,105,105,2.0033,2.4435,-0.099,-0.0342,-0.0205
NW_006804017.1,64728,3210827,1693462,110,108,0.2627,0.7426,-0.4774,-0.0319,-0.0274
NW_006804018.1,8992,2560988,1341518,110,107,1.7737,0.2028,0.7947,0.1025,0.071
NW_006804019.1,47121,2510184,1139575,110,109,2.9219,0.0156,0.9894,0.1888,0.1634
NW_006804020.1,16943,2456218,1375253,110,105,1.3314,0.7697,0.2674,0.0681,0.0426
NW_006804020.1,2468813,4660283,3641599,110,110,1.0036,0.3307,0.5044,0.0597,0.0382
NW_006804021.1,27149,2672041,1398671,110,108,3.6592,0.4437,0.7837,0.1781,0.1218
NW_006804022.1,14910,2727697,1469852,110,109,2.0685,1.5756,0.1352,0.0283,0.0238
NW_006804023.1,29301,2476882,1140133,110,109,1.427,2.8066,-0.3259,-0.0664,-0.0458
NW_006804024.1,41322,2400053,1190438,110,109,0.2856,1.0825,-0.5824,-0.0773,-0.045
NW_006804024.1,2401304,4725271,3579675,110,110,0.5323,0.1178,0.6375,0.04,0.0296
NW_006804025.1,8257,4423560,2205630,110,108,0.3988,0.5486,-0.1581,-0.0102,-0.0078
NW_006804026.1,17276,2540518,1270853,110,107,0.0796,0.033,0.4139,0.0032,0.0024
NW_006804026.1,2554579,4831315,3634429,110,110,1.6461,0.2398,0.7457,0.1122,0.0724
NW_006804027.1,23106,3502313,1840234,110,108,3.3871,1.4579,0.3982,0.1889,0.0972
NW_006804028.1,30025,3282324,1831127,110,108,1.1337,1.6239,-0.1778,-0.0343,-0.0212
NW_006804029.1,47899,2701191,1384212,110,109,2.2168,0.3367,0.7363,0.1121,0.0765
NW_006804030.1,10542,2751331,1152737,110,110,0.5141,0.6042,-0.0806,-0.0088,-0.0053
NW_006804031.1,65338,2772428,1460620,110,110,2.3548,1.7998,0.1336,0.0338,0.0219
NW_006804032.1,52976,2953154,1445855,110,108,0.05,2.7375,-0.9642,-0.3396,-0.1717
NW_006804033.1,795,3037446,1453229,110,108,1.4039,0.1062,0.8593,0.084,0.0594
NW_006804034.1,39709,2413664,1250273,110,109,1.2267,0.3481,0.5579,0.0604,0.0488
NW_006804034.1,2480354,4561555,3543322,110,109,0.8118,0.2087,0.591,0.0503,0.0315
NW_006804035.1,34400,3433704,1793316,110,109,1.325,1.2459,0.0308,0.0086,0.0055
NW_006804036.1,30974,2295823,1192125,110,108,1.5908,1.0377,0.2104,0.0352,0.0269
NW_006804036.1,2299345,4600890,3515206,110,109,0.533,0.2125,0.4299,0.0219,0.0179
NW_006804037.1,79682,3973207,2017551,110,109,0.736,1.0551,-0.1781,-0.0184,-0.016
NW_006804038.1,65454,4654082,2149498,110,107,3.212,1.0289,0.5148,0.1085,0.0777
NW_006804039.1,11514,2793364,1242154,110,108,0.1098,0.1315,-0.0901,-0.0018,-0.0014
NW_006804040.1,32432,2961611,1592503,110,109,0.3452,0.1895,0.291,0.0083,0.0069
NW_006804041.1,33714,3715883,1746838,110,109,0.4613,0.9111,-0.3278,-0.0312,-0.0215
NW_006804042.1,13982,2448788,1233128,110,109,1.1643,0.2043,0.7014,0.08,0.0564
NW_006804043.1,170193,2636780,1542027,110,110,0.5623,0.6284,-0.0555,-0.0042,-0.0034
NW_006804044.1,35192,2983516,1306237,110,109,0.0895,0.0686,0.1319,0.0014,0.001
NW_006804044.1,2988568,4923073,3842221,100,97,nan,nan,nan,nan,nan
NW_006804045.1,76374,2527044,1425501,110,109,0.9865,1.1995,-0.0974,-0.0232,-0.0152
NW_006804045.1,2528293,4388218,3468804,110,109,0.0959,0.2498,-0.4452,-0.0133,-0.0084
NW_006804046.1,24720,1912570,924328,110,109,0.2435,1.4711,-0.716,-0.0779,-0.0623
NW_006804046.1,1919366,4164081,2990801,110,108,0.6257,1.154,-0.2969,-0.0314,-0.0262
NW_006804047.1,28472,2025082,1155999,110,108,0.0298,0.0022,0.8612,0.0038,0.0023
NW_006804047.1,2034304,4564840,3330355,109,105,0.6067,1.1177,-0.2963,-0.0338,-0.0261
NW_006804048.1,9068,2850378,1527348,110,109,1.9919,1.0832,0.2955,0.047,0.0352
NW_006804049.1,44618,2677303,1335588,110,108,1.3076,0.2899,0.637,0.067,0.0578
NW_006804050.1,11890,3557454,1818671,110,110,0.4961,2.9443,-0.7116,-0.3164,-0.1241
NW_006804051.1,7297,2053889,1046676,110,108,0.3726,2.0749,-0.6955,-0.1774,-0.1211
