scaffold,start,end,mid,sites,pi_roumanicus,pi_europaeus,dxy_roumanicus_europaeus,Fst_roumanicus_europaeus
NW_006803925.1,8253225,9216699,8645350,50,0.0384,0.1001,0.4209,0.7305
NW_006803925.1,9229721,10021065,9614250,50,0.0505,0.0907,0.4275,0.7236
NW_006803925.1,10072985,10935123,10453385,50,0.086,0.0766,0.4075,0.6614
NW_006803925.1,10941962,11968061,11443797,50,0.0684,0.157,0.3387,0.5143
NW_006803925.1,11977265,13041404,12454715,50,0.0817,0.1236,0.3765,0.5765
NW_006803925.1,13053827,13854965,13424984,50,0.1427,0.1318,0.4567,0.5319
NW_006803925.1,13857717,14722765,14315994,50,0.0494,0.105,0.2771,0.5762
NW_006803925.1,14751638,15889308,15371336,50,0.1209,0.11,0.2939,0.4296
NW_006803926.1,15230,892949,413961,50,0.0521,0.1021,0.5506,0.762
NW_006803926.1,893532,1977820,1428717,50,0.0427,0.0649,0.4031,0.7681
NW_006803926.1,1984463,2820441,2371084,50,0.0824,0.0836,0.3873,0.6434
NW_006803926.1,2826208,3873941,3317640,50,0.0625,0.0829,0.5465,0.7668
NW_006803926.1,3879491,4832034,4349229,50,0.0619,0.0651,0.5023,0.7734
NW_006803926.1,4840094,5765292,5329226,50,0.0381,0.0872,0.4373,0.7596
NW_006803926.1,5776443,6444088,6112983,50,0.0659,0.0611,0.4247,0.7353
NW_006803926.1,6451302,7090806,6771466,50,0.0444,0.1158,0.4627,0.7182
NW_006803926.1,7111270,8199557,7612782,50,0.105,0.0529,0.4124,0.6624
NW_006803926.1,8204732,9116728,8610049,50,0.0804,0.0716,0.4257,0.6912
NW_006803926.1,9119289,9955390,9562203,50,0.0466,0.1162,0.5191,0.7409
NW_006803926.1,9980890,10812414,10388953,50,0.0881,0.0415,0.4293,0.7223
NW_006803926.1,10815517,11537034,11222355,50,0.0899,0.1207,0.408,0.592
NW_006803926.1,11541737,12555816,12040409,50,0.0456,0.0697,0.3205,0.6997
NW_006803926.1,12562362,13241205,12891910,50,0.0622,0.0956,0.3468,0.6344
NW_006803926.1,13246953,14198367,13658156,50,0.0649,0.0677,0.327,0.6597
NW_006803926.1,14205937,15083148,14591985,41,0.0672,0.0702,0.3294,0.6518
NW_006803927.1,22359,1152786,582419,50,0.0625,0.1277,0.387,0.6164
NW_006803927.1,1170992,2102573,1681305,50,0.0858,0.0741,0.2961,0.5674
NW_006803927.1,2112588,3197246,2700120,50,0.0823,0.0861,0.3737,0.6292
NW_006803927.1,3245738,4165373,3717418,50,0.0826,0.0987,0.4825,0.6833
NW_006803927.1,4165656,4800820,4466345,50,0.0937,0.0649,0.4182,0.6707
NW_006803927.1,4804546,5467276,5155558,50,0.0643,0.1268,0.3857,0.613
NW_006803927.1,5482908,6460249,5980364,50,0.0445,0.0816,0.2817,0.6427
NW_006803927.1,6465954,7412740,6926999,50,0.0776,0.1057,0.3333,0.5712
NW_006803927.1,7418356,8259088,7784900,50,0.0441,0.0781,0.3294,0.6942
NW_006803927.1,8272509,8987859,8661797,50,0.0617,0.0912,0.4722,0.7248
NW_006803927.1,9001154,10082551,9478873,50,0.0348,0.0904,0.3372,0.7005
NW_006803927.1,10095840,11042143,10538868,50,0.046,0.0699,0.3456,0.7169
NW_006803927.1,11089031,12190824,11606230,50,0.1238,0.0632,0.3357,0.5464
NW_006803927.1,12207725,13105250,12598700,50,0.0527,0.1195,0.3838,0.646
NW_006803927.1,13138351,13890095,13454263,50,0.0883,0.0974,0.4701,0.6684
NW_006803927.1,13900472,14801984,14376381,50,0.0452,0.1734,0.2773,0.4573
NW_006803928.1,1677,810792,417346,50,0.1033,0.0801,0.3793,0.6013
NW_006803928.1,831553,1857497,1343570,50,0.0361,0.1244,0.401,0.6851
NW_006803928.1,1861056,2868980,2405043,50,0.0512,0.0965,0.3487,0.6593
NW_006803928.1,2876431,3811960,3375766,50,0.0322,0.0712,0.4683,0.8094
NW_006803928.1,3852519,4943700,4431060,50,0.0566,0.0823,0.3411,0.6654
NW_006803928.1,4973092,5955507,5474572,50,0.0588,0.1061,0.4205,0.6799
NW_006803928.1,5956794,7149131,6570856,50,0.0767,0.0743,0.4799,0.7242
NW_006803928.1,7161782,8117284,7636094,50,0.0906,0.0876,0.3867,0.6209
NW_006803928.1,8120097,9045531,8614103,50,0.0553,0.0858,0.5829,0.7877
NW_006803928.1,9063971,10009477,9605557,50,0.0631,0.0845,0.394,0.6864
NW_006803928.1,10015765,10984355,10552483,50,0.0653,0.1345,0.3979,0.6097
NW_006803928.1,10995964,11940090,11458769,50,0.0652,0.0947,0.4068,0.6751
NW_006803928.1,11948841,12868338,12371267,50,0.0711,0.0736,0.3061,0.6143
NW_006803929.1,3954,1010683,533107,50,0.1064,0.0791,0.4417,0.6432
NW_006803929.1,1022414,1786837,1408730,50,0.0546,0.0873,0.4478,0.7313
NW_006803929.1,1830469,2859616,2278870,50,0.0767,0.0645,0.4545,0.7247
NW_006803929.1,2886701,4103919,3437576,50,0.0355,0.0994,0.4607,0.7578
NW_006803929.1,4115782,5369625,4737785,50,0.0456,0.1078,0.3624,0.6637
NW_006803929.1,5382168,6339438,5796883,50,0.0952,0.1035,0.2474,0.4245
NW_006803929.1,6345563,7233233,6737069,50,0.0539,0.122,0.3934,0.647
NW_006803929.1,7246678,8503465,7805688,50,0.1007,0.0741,0.4279,0.651
NW_006803929.1,8572893,9435995,9056255,50,0.0582,0.0768,0.3469,0.6759
NW_006803929.1,9452571,10419342,9951912,50,0.066,0.0667,0.4209,0.7245
NW_006803929.1,10424727,11718510,10991966,50,0.0475,0.0976,0.3863,0.6935
NW_006803929.1,11733146,12939131,12304817,50,0.0333,0.0977,0.4221,0.7456
NW_006803930.1,1733,993645,497064,50,0.1341,0.0901,0.405,0.5539
NW_006803930.1,1003249,1753716,1379003,50,0.064,0.1779,0.3123,0.4589
NW_006803930.1,1790220,2498684,2132281,50,0.0937,0.1035,0.3902,0.5946
NW_006803930.1,2526439,3415082,2906948,50,0.0735,0.1028,0.4804,0.6927
NW_006803930.1,3481608,4367474,3932337,50,0.1028,0.0549,0.3852,0.6445
NW_006803930.1,4386305,5286978,4875653,50,0.1094,0.1616,0.3058,0.3902
NW_006803930.1,5287254,6053873,5667335,50,0.0796,0.1402,0.3772,0.557
NW_006803930.1,6092415,6975200,6523510,50,0.0853,0.0974,0.3079,0.541
NW_006803930.1,6975504,7727189,7337396,50,0.0642,0.0949,0.3533,0.6366
NW_006803930.1,7732380,8576606,8189449,50,0.0675,0.1268,0.2924,0.5109
NW_006803930.1,8618444,9601865,9106407,50,0.1102,0.0988,0.3571,0.5406
NW_006803930.1,9621035,10654878,10185315,50,0.0638,0.0695,0.3567,0.6831
NW_006803930.1,10662271,11713893,11200434,50,0.0599,0.0961,0.3471,0.6387
NW_006803931.1,4343,960444,451882,50,0.0961,0.0907,0.3902,0.6085
NW_006803931.1,966141,1890574,1467217,50,0.0657,0.0775,0.4174,0.7066
NW_006803931.1,1903586,2986400,2399533,50,0.0615,0.1059,0.4141,0.6706
NW_006803931.1,3013936,3674576,3380743,50,0.0645,0.0915,0.3346,0.6252
NW_006803931.1,3685005,4400098,4028901,50,0.0525,0.0835,0.4205,0.7264
NW_006803931.1,4452726,5418274,4965301,50,0.0884,0.0907,0.3995,0.6304
NW_006803931.1,5431464,6470424,5958842,50,0.049,0.0738,0.5731,0.8095
NW_006803931.1,6474168,7447974,6877980,50,0.0587,0.1216,0.516,0.7122
NW_006803931.1,7451525,8251806,7847308,50,0.0458,0.068,0.461,0.7834
NW_006803931.1,8253548,9128755,8705800,50,0.0462,0.0824,0.4828,0.771
NW_006803931.1,9154243,9996519,9600782,50,0.0652,0.0523,0.4556,0.7652
NW_006803931.1,10007953,10814326,10402479,50,0.0539,0.1008,0.4715,0.7258
NW_006803932.1,30599,869263,517671,50,0.0628,0.0463,0.476,0.7872
NW_006803932.1,888140,1763453,1373687,50,0.0724,0.0706,0.304,0.6147
NW_006803932.1,1766266,2570013,2261625,50,0.0603,0.0676,0.424,0.7366
NW_006803932.1,2574455,3608470,3096767,50,0.045,0.103,0.3735,0.6812
NW_006803932.1,3654906,4367335,4031803,50,0.0407,0.1119,0.4099,0.7009
NW_006803932.1,4385050,5146886,4812930,50,0.0629,0.0967,0.4459,0.7009
NW_006803932.1,5162343,6080093,5642983,50,0.0513,0.0746,0.4051,0.7341
NW_006803932.1,6094844,7028733,6528941,50,0.0959,0.0477,0.4245,0.6951
NW_006803932.1,7035304,7864618,7476753,50,0.055,0.1271,0.4119,0.6507
NW_006803932.1,7895410,8664397,8256375,50,0.0239,0.1461,0.3849,0.6651
NW_006803932.1,8676980,9521155,9068103,50,0.1053,0.073,0.3349,0.5677
NW_006803932.1,9527489,10342726,9948881,50,0.1094,0.0867,0.4164,0.61
NW_006803933.1,17114,1050976,485681,50,0.0559,0.0756,0.5121,0.7743
NW_006803933.1,1071308,1848436,1498995,50,0.0766,0.1087,0.4183,0.6407
NW_006803933.1,1882695,2823221,2321201,50,0.0941,0.0645,0.4676,0.6996
NW_006803933.1,2838538,3897171,3318686,50,0.0215,0.1245,0.4758,0.7561
NW_006803933.1,3932822,4927426,4500051,50,0.0653,0.1372,0.4172,0.6208
NW_006803933.1,4927767,5875922,5410777,50,0.0344,0.0827,0.3953,0.7531
NW_006803933.1,5882144,6962585,6469832,50,0.0682,0.0962,0.4893,0.7152
NW_006803933.1,6976824,7763901,7391935,50,0.0782,0.067,0.4073,0.691
NW_006803933.1,7770500,8635799,8235749,50,0.0799,0.0837,0.3793,0.6422
NW_006803933.1,8637119,9390507,9047669,50,0.0428,0.0918,0.4037,0.7243
NW_006803933.1,9482850,10382444,9918217,50,0.0735,0.1095,0.3366,0.577
NW_006803934.1,783,978597,459099,50,0.0614,0.0993,0.5746,0.7593
NW_006803934.1,995244,1865742,1392752,50,0.091,0.1156,0.3432,0.5384
NW_006803934.1,1928332,2489960,2214187,50,0.0553,0.0754,0.4171,0.7311
NW_006803934.1,2497795,3315001,2920253,50,0.0835,0.0907,0.3083,0.557
NW_006803934.1,3325939,4216863,3767104,50,0.0723,0.0738,0.4963,0.7404
NW_006803934.1,4234482,5348219,4830785,50,0.0681,0.0734,0.395,0.6939
NW_006803934.1,5375143,6313058,5819951,50,0.0575,0.1327,0.4096,0.6361
NW_006803934.1,6386441,7116280,6715663,50,0.0424,0.0998,0.4413,0.7339
NW_006803934.1,7137638,8178111,7643607,50,0.0846,0.0611,0.5606,0.7619
NW_006803934.1,8191198,8811902,8479678,50,0.0803,0.0909,0.3375,0.5939
NW_006803934.1,8815056,9624042,9266689,50,0.0765,0.0267,0.4619,0.7828
NW_006803934.1,9633371,10551774,10120809,46,0.0399,0.1113,0.5462,0.7695
NW_006803935.1,45635,1326789,722795,50,0.0688,0.0987,0.3687,0.6334
NW_006803935.1,1339953,2723627,2129860,50,0.0556,0.1106,0.4505,0.6978
NW_006803935.1,2824354,4076188,3456449,50,0.0384,0.0943,0.4027,0.7293
NW_006803935.1,4101563,5066243,4651872,50,0.0698,0.0739,0.3737,0.6749
NW_006803935.1,5089224,6318635,5681088,50,0.0901,0.1003,0.4703,0.6616
NW_006803935.1,6324268,7405936,6906524,50,0.0497,0.0411,0.3752,0.7784
NW_006803935.1,7411062,8425487,7868123,50,0.0442,0.1364,0.4326,0.6721
NW_006803935.1,8451156,9723339,9133627,50,0.0922,0.1232,0.3622,0.5438
NW_006803935.1,9825316,11007211,10397501,50,0.0516,0.0942,0.4639,0.7354
NW_006803936.1,9006,763903,406068,50,0.0544,0.1099,0.4134,0.6783
NW_006803936.1,767491,1973112,1302918,50,0.0579,0.152,0.483,0.6578
NW_006803936.1,2001127,3073638,2561493,50,0.0336,0.0992,0.4904,0.7747
NW_006803936.1,3111936,4257619,3649184,50,0.0586,0.0807,0.4757,0.7468
NW_006803936.1,4272489,5261648,4786427,50,0.0298,0.1027,0.4426,0.7558
NW_006803936.1,5268928,6175224,5786711,50,0.0229,0.0931,0.441,0.7843
NW_006803936.1,6178146,7026119,6527371,50,0.0328,0.0969,0.4224,0.7482
NW_006803936.1,7030304,7848048,7459190,50,0.06,0.0847,0.4874,0.7441
NW_006803936.1,7861216,8639459,8208730,50,0.0545,0.0827,0.4222,0.7245
NW_006803936.1,8650610,9486236,9057755,50,0.0313,0.1154,0.5664,0.7861
NW_006803936.1,9529311,10467132,9968038,47,0.0592,0.1275,0.4063,0.6379
NW_006803937.1,31308,1071114,556727,50,0.047,0.104,0.3653,0.669
NW_006803937.1,1147998,2653979,1847713,50,0.045,0.108,0.4666,0.7301
NW_006803937.1,2675760,3479651,3035416,50,0.1063,0.0569,0.3828,0.6328
NW_006803937.1,3509791,4421642,3984945,50,0.0494,0.1124,0.5748,0.7632
NW_006803937.1,4433459,5371492,4948267,50,0.0743,0.067,0.418,0.7054
NW_006803937.1,5374711,6329205,5801119,50,0.0555,0.0782,0.5273,0.7773
NW_006803937.1,6334000,7229180,6750660,50,0.0444,0.1544,0.5191,0.6969
NW_006803937.1,7232703,8193943,7751346,50,0.0845,0.0803,0.4185,0.6662
NW_006803937.1,8218296,9304953,8875836,50,0.0521,0.07,0.5635,0.8061
NW_006803937.1,9337387,10443919,9805867,50,0.0281,0.1055,0.2681,0.6227
NW_006803938.1,30915,1156923,627328,50,0.1096,0.0548,0.3899,0.6349
NW_006803938.1,1158860,2235939,1695184,50,0.0926,0.0746,0.4264,0.6641
NW_006803938.1,2239427,3185502,2652216,50,0.091,0.083,0.4571,0.6747
NW_006803938.1,3188967,4484341,3875664,50,0.0428,0.0839,0.4217,0.7467
NW_006803938.1,4498265,5523694,4989707,50,0.0688,0.0742,0.4687,0.7333
NW_006803938.1,5529241,6560554,6033148,50,0.0739,0.0757,0.4265,0.6986
NW_006803938.1,6608840,7587164,7032533,50,0.0695,0.0837,0.3714,0.658
NW_006803938.1,7596363,8709496,8234914,50,0.0649,0.0471,0.5506,0.8086
NW_006803938.1,8762533,10078906,9505258,50,0.0276,0.1381,0.5495,0.7583
NW_006803939.1,16776,881743,417066,50,0.0615,0.0671,0.4055,0.7244
NW_006803939.1,890001,2019057,1467742,50,0.0429,0.0941,0.442,0.7417
NW_006803939.1,2033934,3197148,2575446,50,0.0358,0.1096,0.3843,0.6984
NW_006803939.1,3205552,4045232,3628402,50,0.0838,0.109,0.4361,0.6395
NW_006803939.1,4056622,4899898,4533173,50,0.066,0.0445,0.449,0.7721
NW_006803939.1,4901008,5878336,5391391,50,0.0305,0.1168,0.4276,0.7248
NW_006803939.1,5934406,6796263,6333174,50,0.0492,0.0903,0.3744,0.6937
NW_006803939.1,6800494,7821903,7348505,50,0.0622,0.076,0.4002,0.7057
NW_006803939.1,7837227,8637837,8233797,50,0.0677,0.1048,0.4385,0.6761
NW_006803939.1,8640254,9492559,9065527,50,0.0572,0.0541,0.2335,0.6099
NW_006803940.1,4201,808382,394607,50,0.0538,0.1097,0.4716,0.7139
NW_006803940.1,811368,1528694,1133154,50,0.1272,0.0914,0.373,0.5355
NW_006803940.1,1569127,2368950,1998469,50,0.0831,0.099,0.4884,0.6854
NW_006803940.1,2425015,3263238,2867526,50,0.0577,0.0668,0.5306,0.7895
NW_006803940.1,3264096,4064228,3671013,50,0.0739,0.0613,0.3607,0.6772
NW_006803940.1,4111112,4872720,4563155,50,0.0722,0.1037,0.52,0.7138
NW_006803940.1,4888267,5996680,5436364,50,0.0824,0.0881,0.2722,0.5201
NW_006803940.1,6002997,6788391,6382068,50,0.0754,0.0788,0.3747,0.6558
NW_006803940.1,6823101,7554295,7212991,50,0.0834,0.1031,0.4426,0.6524
NW_006803940.1,7571869,8493277,8063713,50,0.0207,0.0536,0.4182,0.8453
NW_006803940.1,8499480,9397102,8967714,50,0.0739,0.0656,0.485,0.7435
NW_006803941.1,27015,867609,423537,50,0.0606,0.121,0.4277,0.6596
NW_006803941.1,879980,1792109,1349388,50,0.0946,0.1235,0.3492,0.5257
NW_006803941.1,1804750,2952714,2460632,50,0.0513,0.0892,0.4036,0.71
NW_006803941.1,2961119,3950559,3473015,50,0.045,0.0997,0.4554,0.7361
NW_006803941.1,3954281,4980102,4430314,50,0.0466,0.1621,0.3553,0.5672
NW_006803941.1,4993669,5767541,5414977,50,0.0858,0.0692,0.413,0.6763
NW_006803941.1,5811879,6689169,6236227,50,0.0648,0.1188,0.419,0.649
NW_006803941.1,6692470,7500859,7151399,50,0.1107,0.1205,0.3371,0.487
NW_006803941.1,7510249,8348944,7959416,50,0.0589,0.1409,0.3561,0.5762
NW_006803941.1,8367342,9537005,9012549,50,0.1222,0.0804,0.3203,0.5062
NW_006803942.1,41496,1044566,611167,50,0.0504,0.0912,0.457,0.7386
NW_006803942.1,1084992,1839660,1436070,50,0.0438,0.1072,0.504,0.7509
NW_006803942.1,1858381,3217282,2540252,50,0.1028,0.12,0.3568,0.5234
NW_006803942.1,3259350,4340529,3751303,50,0.0499,0.1144,0.389,0.6636
NW_006803942.1,4411753,5505076,4966628,50,0.0476,0.0622,0.4167,0.7684
NW_006803942.1,5509577,6766289,6254443,50,0.0407,0.092,0.3753,0.7109
NW_006803942.1,6816458,7753176,7261620,50,0.0725,0.1264,0.3346,0.5496
NW_006803942.1,7776251,8543385,8147730,50,0.0454,0.0815,0.4087,0.7381
NW_006803942.1,8571946,9569029,9111154,50,0.1381,0.0602,0.3425,0.5301
NW_006803943.1,118143,1076940,585828,50,0.0477,0.0978,0.3568,0.6715
NW_006803943.1,1077336,2031133,1619986,50,0.1035,0.1029,0.3261,0.5148
NW_006803943.1,2054968,3123550,2551775,50,0.0566,0.082,0.3017,0.63
NW_006803943.1,3143897,3862741,3532128,50,0.1212,0.1222,0.3408,0.4697
NW_006803943.1,3894849,4774065,4397563,50,0.0471,0.1139,0.3863,0.6684
NW_006803943.1,4836433,5804817,5315043,50,0.0438,0.0816,0.3519,0.7054
NW_006803943.1,5813882,6745433,6335188,50,0.0346,0.0827,0.3333,0.713
NW_006803943.1,6755584,7776247,7246188,50,0.0716,0.1004,0.3484,0.6071
NW_006803943.1,7782381,8754872,8273094,50,0.0733,0.073,0.3997,0.687
NW_006803944.1,7682,903727,444901,50,0.0881,0.0486,0.4066,0.6982
NW_006803944.1,925951,1814713,1374804,50,0.0752,0.0884,0.5214,0.7282
NW_006803944.1,1817303,2617848,2157366,50,0.0642,0.1556,0.3882,0.5734
NW_006803944.1,2638629,3644325,3078423,50,0.041,0.0963,0.3672,0.6972
NW_006803944.1,3658260,4691510,4234768,50,0.0797,0.0946,0.4217,0.6572
NW_006803944.1,4695278,5596992,5182353,50,0.0413,0.0928,0.3269,0.6713
NW_006803944.1,5607920,6604837,6143128,50,0.0193,0.0783,0.4705,0.8263
NW_006803944.1,6615215,7908614,7287090,50,0.0475,0.0887,0.5926,0.8
NW_006803944.1,7917881,8843344,8409280,50,0.036,0.0883,0.4696,0.777
NW_006803945.1,16530,1109261,545112,50,0.0559,0.0852,0.4877,0.7511
NW_006803945.1,1135975,2614630,1887427,50,0.0672,0.0875,0.3911,0.6712
NW_006803945.1,2620729,4003810,3236674,50,0.0311,0.1175,0.4794,0.7491
NW_006803945.1,4021278,5209440,4562029,50,0.0475,0.0406,0.3613,0.7774
NW_006803945.1,5222151,6157547,5702351,50,0.0754,0.0851,0.4074,0.6696
NW_006803945.1,6174350,7039198,6547525,50,0.0274,0.151,0.4206,0.6755
NW_006803945.1,7042345,8036157,7529777,50,0.065,0.1013,0.4419,0.6881
NW_006803945.1,8038208,9022569,8513729,50,0.0487,0.0826,0.4608,0.7561
NW_006803946.1,26054,699274,389997,50,0.0713,0.1103,0.4633,0.6771
NW_006803946.1,704050,1547012,1182958,50,0.0698,0.1262,0.4393,0.6434
NW_006803946.1,1548180,2577363,1985613,50,0.0349,0.0795,0.3798,0.7487
NW_006803946.1,2629154,3435764,3033781,50,0.0777,0.0622,0.3833,0.6834
NW_006803946.1,3449486,4421443,3941255,50,0.086,0.1362,0.3998,0.5709
NW_006803946.1,4426382,5441409,4911687,50,0.0675,0.064,0.4292,0.7301
NW_006803946.1,5445496,6385429,5932472,50,0.0841,0.103,0.3635,0.591
NW_006803946.1,6395203,7271206,6758912,50,0.1053,0.1024,0.3641,0.5514
NW_006803946.1,7272303,8174809,7819193,50,0.0582,0.086,0.411,0.7052
NW_006803947.1,7975,1224105,601177,50,0.0433,0.0937,0.3921,0.713
NW_006803947.1,1278060,2269470,1771188,50,0.0385,0.0997,0.5191,0.7765
NW_006803947.1,2301348,3176863,2719777,50,0.0475,0.0851,0.4505,0.7499
NW_006803947.1,3186589,3953690,3562287,50,0.0489,0.0774,0.5107,0.7839
NW_006803947.1,3957237,4991544,4426844,50,0.048,0.0768,0.5105,0.7864
NW_006803947.1,4993381,6033534,5527079,50,0.0627,0.1191,0.4246,0.6563
NW_006803947.1,6104113,7050679,6557954,50,0.0569,0.1157,0.5079,0.7188
NW_006803947.1,7056495,8108734,7564935,50,0.0514,0.0897,0.4719,0.7461
NW_006803947.1,8124698,8996219,8515490,45,0.038,0.0756,0.4404,0.7792
NW_006803948.1,9880,947878,487099,50,0.0475,0.0995,0.4921,0.7492
NW_006803948.1,955674,1726346,1334279,50,0.0902,0.1043,0.4122,0.6172
NW_006803948.1,1784259,2526013,2163821,50,0.0975,0.1496,0.3837,0.5182
NW_006803948.1,2535582,3518307,2963930,50,0.1197,0.1079,0.3685,0.5217
NW_006803948.1,3520872,4511536,4000688,50,0.0788,0.1301,0.3754,0.5715
NW_006803948.1,4517251,5520201,5022685,50,0.0843,0.094,0.3291,0.5718
NW_006803948.1,5532484,6275456,5917018,50,0.0914,0.1195,0.3362,0.5241
NW_006803948.1,6284211,6966663,6640312,50,0.1095,0.1065,0.3149,0.4845
NW_006803948.1,6982169,7779416,7358742,50,0.1014,0.1152,0.3652,0.5412
NW_006803948.1,7782231,8381787,8100377,50,0.1284,0.0913,0.2367,0.3554
NW_006803949.1,4199,1019439,490065,50,0.0548,0.074,0.368,0.7041
NW_006803949.1,1023020,2053072,1558675,50,0.0598,0.0496,0.4168,0.7622
NW_006803949.1,2059321,3361569,2646618,50,0.0583,0.0704,0.4123,0.7301
NW_006803949.1,3403155,4349616,3851075,50,0.0478,0.0754,0.4347,0.7561
NW_006803949.1,4364822,5733567,5127285,50,0.0443,0.0811,0.46,0.7668
NW_006803949.1,5763984,6871895,6304002,50,0.0269,0.0867,0.3704,0.7495
NW_006803949.1,6899760,8014426,7417207,50,0.0668,0.0761,0.4848,0.7422
NW_006803950.1,28136,1290031,729025,50,0.0726,0.064,0.4062,0.7064
NW_006803950.1,1314079,2356217,1800694,50,0.0733,0.0715,0.4858,0.7368
NW_006803950.1,2382601,3486053,2982023,50,0.0814,0.0716,0.3672,0.6487
NW_006803950.1,3499510,4317452,3873017,50,0.0909,0.1301,0.3123,0.4812
NW_006803950.1,4322976,5008170,4689805,50,0.0844,0.1038,0.439,0.6473
NW_006803950.1,5016986,5657000,5379723,50,0.0732,0.1192,0.455,0.657
NW_006803950.1,5667908,6467516,6066947,50,0.0518,0.1192,0.4142,0.6701
NW_006803950.1,6487630,7408123,6940827,50,0.0848,0.1143,0.4773,0.657
NW_006803950.1,7410935,8372077,7870084,50,0.079,0.1268,0.2673,0.4502
NW_006803951.1,12792,764979,442179,50,0.0842,0.0654,0.453,0.7087
NW_006803951.1,767912,1466562,1141084,50,0.0498,0.0643,0.461,0.7808
NW_006803951.1,1494204,2080892,1799881,50,0.0748,0.0897,0.3466,0.6161
NW_006803951.1,2108486,2848026,2426113,50,0.0745,0.0944,0.3883,0.6436
NW_006803951.1,2880230,4379302,3689405,50,0.0482,0.1308,0.4871,0.7039
NW_006803951.1,4392451,5465535,5011988,50,0.0541,0.0592,0.4565,0.7777
NW_006803951.1,5489562,6292487,5902625,50,0.0604,0.109,0.4564,0.6944
NW_006803951.1,6296731,7183826,6767184,50,0.0343,0.1091,0.3933,0.7085
NW_006803951.1,7212146,8454619,7886209,46,0.017,0.116,0.5038,0.7883
NW_006803952.1,13604,6670402,2603014,50,0.081,0.0834,0.4931,0.7114
NW_006803953.1,10385,1033842,584200,50,0.0542,0.0885,0.391,0.6969
NW_006803953.1,1042373,2316995,1748442,50,0.0673,0.0997,0.4731,0.7038
NW_006803953.1,2443311,3736597,3073578,50,0.055,0.0787,0.5214,0.7753
NW_006803953.1,3806412,4922126,4406436,50,0.0561,0.1078,0.4616,0.7068
NW_006803953.1,4954785,5904916,5440066,50,0.0648,0.1023,0.3867,0.65
NW_006803953.1,5917474,7021943,6410641,50,0.0327,0.1222,0.4816,0.7408
NW_006803953.1,7043292,7973028,7492096,50,0.0377,0.115,0.5183,0.7576
NW_006803954.1,3547,929877,492588,50,0.0436,0.1165,0.5664,0.7645
NW_006803954.1,941058,2028877,1486011,50,0.0514,0.0852,0.4514,0.7425
NW_006803954.1,2029889,3116794,2563360,50,0.0561,0.099,0.3479,0.6431
NW_006803954.1,3130684,4327059,3739967,50,0.0812,0.0846,0.4925,0.7091
NW_006803954.1,4356142,5509830,4895407,50,0.0678,0.0862,0.5289,0.7466
NW_006803954.1,5510833,6764977,6099266,50,0.0278,0.1077,0.4356,0.7487
NW_006803955.1,188,1261409,546213,50,0.0405,0.0515,0.4676,0.8215
NW_006803955.1,1278379,2513505,1912845,50,0.0625,0.1534,0.4055,0.5942
NW_006803955.1,2519478,3296654,2894994,50,0.0646,0.1068,0.473,0.699
