Reading input files
Number of loci: 897
Number of admixed populations: 1
Number of individuals: 6
Allowing for uncertainty in allele counts
mcmc iteration: 57000 ........ LnL: -10141.1
mcmc iteration: 58000 ........ LnL: -10140
mcmc iteration: 59000 ........ LnL: -10151.3
mcmc iteration: 60000 ........ LnL: -10155.7
mcmc iteration: 61000 ........ LnL: -10130.9
mcmc iteration: 62000 ........ LnL: -10072.2
mcmc iteration: 63000 ........ LnL: -10128.3
mcmc iteration: 64000 ........ LnL: -10108.8
mcmc iteration: 65000 ........ LnL: -10134.4
mcmc iteration: 66000 ........ LnL: -10117.9
mcmc iteration: 67000 ........ LnL: -10136.2
mcmc iteration: 68000 ........ LnL: -10153.6
mcmc iteration: 69000 ........ LnL: -10128.4
mcmc iteration: 70000 ........ LnL: -10136.2
mcmc iteration: 71000 ........ LnL: -10151
mcmc iteration: 72000 ........ LnL: -10136.8
mcmc iteration: 73000 ........ LnL: -10098.4
mcmc iteration: 74000 ........ LnL: -10095.3
mcmc iteration: 75000 ........ LnL: -10086.8
mcmc iteration: 76000 ........ LnL: -10095.9
mcmc iteration: 77000 ........ LnL: -10143.5
mcmc iteration: 78000 ........ LnL: -10105.7
mcmc iteration: 79000 ........ LnL: -10156.5
mcmc iteration: 80000 ........ LnL: -10123.7
mcmc iteration: 81000 ........ LnL: -10109
mcmc iteration: 82000 ........ LnL: -10149.9
mcmc iteration: 83000 ........ LnL: -10137.3
mcmc iteration: 84000 ........ LnL: -10163.7
mcmc iteration: 85000 ........ LnL: -10144.7
mcmc iteration: 86000 ........ LnL: -10115.9
mcmc iteration: 87000 ........ LnL: -10101.8
mcmc iteration: 88000 ........ LnL: -10145
mcmc iteration: 89000 ........ LnL: -10148
mcmc iteration: 90000 ........ LnL: -10157.4
mcmc iteration: 91000 ........ LnL: -10107.9
mcmc iteration: 92000 ........ LnL: -10127.4
mcmc iteration: 93000 ........ LnL: -10130.4
mcmc iteration: 94000 ........ LnL: -10110.1
mcmc iteration: 95000 ........ LnL: -10125.7
mcmc iteration: 96000 ........ LnL: -10107.4
mcmc iteration: 97000 ........ LnL: -10097.4
mcmc iteration: 98000 ........ LnL: -10147.8
mcmc iteration: 99000 ........ LnL: -10110.6
mcmc iteration: 100000 ........ LnL: -10088
mcmc iteration: 101000 ........ LnL: -10133.9
mcmc iteration: 102000 ........ LnL: -10124.1
mcmc iteration: 103000 ........ LnL: -10109.1
mcmc iteration: 104000 ........ LnL: -10113.2
mcmc iteration: 105000 ........ LnL: -10138.6
mcmc iteration: 106000 ........ LnL: -10099.4
mcmc iteration: 107000 ........ LnL: -10087.9
mcmc iteration: 108000 ........ LnL: -10132.4
mcmc iteration: 109000 ........ LnL: -10122.1
mcmc iteration: 110000 ........ LnL: -10146.7
mcmc iteration: 111000 ........ LnL: -10128.1
mcmc iteration: 112000 ........ LnL: -10120.3
mcmc iteration: 113000 ........ LnL: -10120.6
mcmc iteration: 114000 ........ LnL: -10108.9
mcmc iteration: 115000 ........ LnL: -10051
mcmc iteration: 116000 ........ LnL: -10108.8
mcmc iteration: 117000 ........ LnL: -10164.2
mcmc iteration: 118000 ........ LnL: -10110.6
mcmc iteration: 119000 ........ LnL: -10103.2
mcmc iteration: 120000 ........ LnL: -10137.6
mcmc iteration: 121000 ........ LnL: -10123.4
mcmc iteration: 122000 ........ LnL: -10101.7
mcmc iteration: 123000 ........ LnL: -10145.3
mcmc iteration: 124000 ........ LnL: -10128.2
mcmc iteration: 125000 ........ LnL: -10125.8
mcmc iteration: 126000 ........ LnL: -10125.5
mcmc iteration: 127000 ........ LnL: -10161.9
mcmc iteration: 128000 ........ LnL: -10072.2
mcmc iteration: 129000 ........ LnL: -10106.5
mcmc iteration: 130000 ........ LnL: -10148.8
mcmc iteration: 131000 ........ LnL: -10086.9
mcmc iteration: 132000 ........ LnL: -10110.4
mcmc iteration: 133000 ........ LnL: -10055.4
mcmc iteration: 134000 ........ LnL: -10107.2
mcmc iteration: 135000 ........ LnL: -10134.5
mcmc iteration: 136000 ........ LnL: -10099.9
mcmc iteration: 137000 ........ LnL: -10154.6
mcmc iteration: 138000 ........ LnL: -10115.6
mcmc iteration: 139000 ........ LnL: -10130.4
mcmc iteration: 140000 ........ LnL: -10154.7
mcmc iteration: 141000 ........ LnL: -10111.5
mcmc iteration: 142000 ........ LnL: -10152.2
mcmc iteration: 143000 ........ LnL: -10174.1
mcmc iteration: 144000 ........ LnL: -10202.3
mcmc iteration: 145000 ........ LnL: -10135.2
mcmc iteration: 146000 ........ LnL: -10135.2
mcmc iteration: 147000 ........ LnL: -10087.9
mcmc iteration: 148000 ........ LnL: -10090.6
mcmc iteration: 149000 ........ LnL: -10138.1
Finished mcmc
Runtime: 2 hr 52 min 13 sec
