param,mean,median,0.950_CI_LB,0.950_CI_UB
beta_loc_67_pop_0,-0.000766,-0.001113,-0.107965,0.107151
beta_loc_68_pop_0,0.000598,0.000860,-0.108670,0.110441
beta_loc_69_pop_0,-0.000122,0.000530,-0.108840,0.107224
beta_loc_70_pop_0,0.001048,0.000409,-0.104046,0.112244
beta_loc_71_pop_0,-0.000323,-0.000502,-0.113267,0.110129
beta_loc_72_pop_0,0.000774,-0.000258,-0.104973,0.114668
beta_loc_73_pop_0,-0.000068,0.000089,-0.110544,0.113205
beta_loc_74_pop_0,-0.000234,-0.000048,-0.108011,0.106793
beta_loc_75_pop_0,0.000284,0.000521,-0.106928,0.109540
beta_loc_76_pop_0,0.000176,-0.000047,-0.106076,0.104220
beta_loc_77_pop_0,0.000381,0.000376,-0.105540,0.111504
beta_loc_78_pop_0,0.000094,-0.000342,-0.109126,0.111266
beta_loc_79_pop_0,0.000494,-0.000278,-0.105518,0.111962
beta_loc_80_pop_0,-0.000527,0.000225,-0.109907,0.107516
beta_loc_81_pop_0,-0.001608,-0.000598,-0.113607,0.104848
beta_loc_82_pop_0,-0.000085,0.000001,-0.107302,0.106835
beta_loc_83_pop_0,-0.000247,0.000493,-0.111800,0.107631
beta_loc_84_pop_0,0.000168,-0.000397,-0.106780,0.107401
beta_loc_85_pop_0,-0.000464,-0.000195,-0.108625,0.106195
beta_loc_86_pop_0,-0.000673,-0.000420,-0.111049,0.106707
beta_loc_87_pop_0,-0.000250,-0.000604,-0.107928,0.109672
beta_loc_88_pop_0,-0.001287,-0.001137,-0.114351,0.108588
beta_loc_89_pop_0,0.000140,0.000491,-0.108444,0.108466
beta_loc_90_pop_0,-0.000217,-0.000516,-0.106673,0.106939
beta_loc_91_pop_0,0.004915,0.003015,-0.101169,0.116787
beta_loc_92_pop_0,0.000568,0.000011,-0.109964,0.110407
beta_loc_93_pop_0,0.000043,0.000319,-0.107452,0.111327
beta_loc_94_pop_0,-0.001403,-0.000645,-0.110382,0.106328
beta_loc_95_pop_0,-0.000786,-0.000463,-0.112885,0.109147
beta_loc_96_pop_0,0.000185,-0.000293,-0.105854,0.110159
beta_loc_97_pop_0,0.000466,0.000086,-0.104159,0.110382
beta_loc_98_pop_0,-0.001491,-0.002059,-0.108452,0.108221
beta_loc_99_pop_0,0.000335,-0.000236,-0.108420,0.109668
beta_loc_100_pop_0,-0.001847,-0.001363,-0.112435,0.105486
beta_loc_101_pop_0,-0.000244,0.000112,-0.108362,0.108467
beta_loc_102_pop_0,0.000634,0.000288,-0.107541,0.111475
beta_loc_103_pop_0,0.000053,-0.000273,-0.108581,0.108839
beta_loc_104_pop_0,-0.000532,-0.000242,-0.106541,0.104950
beta_loc_105_pop_0,0.000674,-0.000225,-0.105744,0.109714
beta_loc_106_pop_0,-0.000013,0.000175,-0.107634,0.105117
beta_loc_107_pop_0,-0.000106,-0.000406,-0.106930,0.107255
beta_loc_108_pop_0,0.001076,0.000267,-0.105687,0.106873
beta_loc_109_pop_0,-0.000175,0.000119,-0.106380,0.106710
beta_loc_110_pop_0,-0.000068,-0.000169,-0.106688,0.109523
beta_loc_111_pop_0,-0.000527,0.000395,-0.107472,0.108679
beta_loc_112_pop_0,0.000286,-0.000409,-0.109724,0.109936
beta_loc_113_pop_0,0.000334,0.000824,-0.106549,0.108345
beta_loc_114_pop_0,-0.001273,-0.000848,-0.109384,0.105145
beta_loc_115_pop_0,-0.000156,0.000059,-0.107448,0.104354
beta_loc_116_pop_0,0.000099,-0.000282,-0.108354,0.108420
beta_loc_117_pop_0,0.001026,0.001074,-0.106750,0.107214
beta_loc_118_pop_0,-0.000674,0.000323,-0.109931,0.103888
beta_loc_119_pop_0,0.000939,0.000524,-0.110253,0.110716
beta_loc_120_pop_0,-0.002292,-0.001998,-0.115056,0.106160
beta_loc_121_pop_0,0.000223,0.000212,-0.106908,0.106890
beta_loc_122_pop_0,0.000162,0.000447,-0.109534,0.106618
beta_loc_123_pop_0,0.000631,0.000394,-0.107422,0.110766
beta_loc_124_pop_0,0.000018,-0.000181,-0.104558,0.108806
beta_loc_125_pop_0,-0.000388,-0.000522,-0.107583,0.105743
beta_loc_126_pop_0,-0.000068,-0.000289,-0.112742,0.112375
beta_loc_127_pop_0,-0.000063,0.000343,-0.108685,0.105797
beta_loc_128_pop_0,0.000318,-0.000575,-0.105488,0.105816
beta_loc_129_pop_0,0.001495,0.000995,-0.104166,0.111309
beta_loc_130_pop_0,-0.000167,-0.000618,-0.104770,0.105890
beta_loc_131_pop_0,-0.000768,-0.000323,-0.107272,0.105870
beta_loc_132_pop_0,-0.000323,0.000309,-0.109951,0.104269
beta_loc_133_pop_0,0.000012,0.000140,-0.110705,0.108241
beta_loc_134_pop_0,0.000056,-0.000580,-0.107698,0.105874
beta_loc_135_pop_0,-0.000067,0.000510,-0.109368,0.107135
beta_loc_136_pop_0,0.000170,0.000389,-0.104405,0.105267
beta_loc_137_pop_0,0.000462,0.000088,-0.104889,0.106823
beta_loc_138_pop_0,-0.000632,-0.000946,-0.106138,0.102989
beta_loc_139_pop_0,0.000076,0.000559,-0.106962,0.106224
beta_loc_140_pop_0,0.000784,-0.000356,-0.102607,0.110837
beta_loc_141_pop_0,-0.000199,0.000253,-0.109329,0.104542
beta_loc_142_pop_0,-0.000337,-0.000190,-0.106594,0.107380
beta_loc_143_pop_0,-0.002789,-0.001885,-0.116389,0.102696
beta_loc_144_pop_0,0.002107,0.001618,-0.101989,0.110172
beta_loc_145_pop_0,-0.000527,-0.000486,-0.110839,0.109442
beta_loc_146_pop_0,0.000783,0.001421,-0.106229,0.106542
beta_loc_147_pop_0,-0.000444,-0.000118,-0.112361,0.110456
beta_loc_148_pop_0,-0.000280,-0.000138,-0.107719,0.107097
beta_loc_149_pop_0,0.000073,0.000195,-0.106662,0.106720
beta_loc_150_pop_0,-0.000265,-0.000012,-0.107752,0.106509
beta_loc_151_pop_0,-0.000536,-0.000382,-0.108168,0.105657
beta_loc_152_pop_0,-0.002120,-0.001841,-0.112849,0.108606
beta_loc_153_pop_0,-0.000246,-0.000317,-0.108360,0.106396
beta_loc_154_pop_0,0.000250,0.000293,-0.110208,0.107405
beta_loc_155_pop_0,0.000520,0.000586,-0.107208,0.110426
beta_loc_156_pop_0,-0.000279,-0.000460,-0.108732,0.106990
beta_loc_157_pop_0,-0.001932,-0.000875,-0.114965,0.103403
beta_loc_158_pop_0,0.001055,0.000895,-0.107081,0.111545
beta_loc_159_pop_0,-0.000304,-0.000045,-0.107416,0.103850
beta_loc_160_pop_0,0.000180,0.000373,-0.107452,0.108769
beta_loc_161_pop_0,0.000292,0.000488,-0.107778,0.105756
beta_loc_162_pop_0,0.000435,0.000511,-0.107781,0.111435
beta_loc_163_pop_0,0.000402,0.000286,-0.108084,0.110054
beta_loc_164_pop_0,0.000553,0.001220,-0.107590,0.108194
beta_loc_165_pop_0,-0.000346,-0.000532,-0.108352,0.104247
beta_loc_166_pop_0,0.000252,0.000583,-0.109349,0.109579
beta_loc_167_pop_0,0.000499,0.000667,-0.108419,0.108652
beta_loc_168_pop_0,0.000740,0.000479,-0.107275,0.112192
beta_loc_169_pop_0,-0.000188,0.000198,-0.111151,0.108643
beta_loc_170_pop_0,0.000694,0.000118,-0.108574,0.112451
beta_loc_171_pop_0,-0.000265,-0.000045,-0.107791,0.109954
beta_loc_172_pop_0,0.000282,0.000874,-0.111754,0.108191
beta_loc_173_pop_0,0.000626,0.000360,-0.108813,0.108670
beta_loc_174_pop_0,-0.000074,-0.000249,-0.108965,0.110227
beta_loc_175_pop_0,0.001442,0.001122,-0.103671,0.112824
beta_loc_176_pop_0,-0.000109,-0.000672,-0.104788,0.108430
beta_loc_177_pop_0,-0.001620,-0.000626,-0.110342,0.106217
beta_loc_178_pop_0,0.000447,0.000571,-0.105576,0.108993
beta_loc_179_pop_0,0.000307,0.000727,-0.104624,0.105779
beta_loc_180_pop_0,-0.000145,0.000154,-0.109856,0.106108
beta_loc_181_pop_0,0.001328,0.001283,-0.106789,0.110821
beta_loc_182_pop_0,-0.001917,-0.001019,-0.113473,0.104069
beta_loc_183_pop_0,-0.000071,-0.000578,-0.109451,0.108790
beta_loc_184_pop_0,0.000868,0.000199,-0.106990,0.111173
beta_loc_185_pop_0,-0.000516,0.000056,-0.109758,0.105797
beta_loc_186_pop_0,-0.000411,-0.000495,-0.112565,0.110985
beta_loc_187_pop_0,0.000908,0.000905,-0.107927,0.107599
beta_loc_188_pop_0,-0.000283,0.000363,-0.109473,0.107473
beta_loc_189_pop_0,0.000931,0.000392,-0.107489,0.111583
beta_loc_190_pop_0,0.000576,0.000857,-0.110291,0.105922
beta_loc_191_pop_0,-0.001343,-0.000890,-0.110021,0.103367
beta_loc_192_pop_0,0.000069,-0.000294,-0.105870,0.110294
beta_loc_193_pop_0,-0.000501,-0.000747,-0.109928,0.104990
beta_loc_194_pop_0,-0.000971,-0.000694,-0.110560,0.104276
beta_loc_195_pop_0,0.000411,0.000512,-0.108812,0.110251
beta_loc_196_pop_0,0.000235,0.000340,-0.103640,0.109264
beta_loc_197_pop_0,-0.000292,-0.000856,-0.107834,0.106652
beta_loc_198_pop_0,0.000165,0.000118,-0.106387,0.108165
beta_loc_199_pop_0,-0.000725,-0.000475,-0.109287,0.107783
beta_loc_200_pop_0,-0.001268,-0.001481,-0.109893,0.107002
beta_loc_201_pop_0,-0.000117,0.000415,-0.109749,0.109213
beta_loc_202_pop_0,0.000118,0.000154,-0.106274,0.108496
beta_loc_203_pop_0,-0.000752,-0.000857,-0.108467,0.105934
beta_loc_204_pop_0,-0.005196,-0.003468,-0.116951,0.096010
beta_loc_205_pop_0,-0.000777,-0.000763,-0.110071,0.107711
beta_loc_206_pop_0,0.000874,0.000505,-0.108296,0.109717
beta_loc_207_pop_0,0.000130,0.000149,-0.110220,0.107650
beta_loc_208_pop_0,-0.000209,-0.000218,-0.108944,0.109783
beta_loc_209_pop_0,0.001803,0.001518,-0.103685,0.110927
beta_loc_210_pop_0,0.000094,-0.000061,-0.106316,0.107086
beta_loc_211_pop_0,0.000944,0.000817,-0.108881,0.106787
beta_loc_212_pop_0,0.000532,0.000205,-0.108017,0.107641
beta_loc_213_pop_0,0.000247,-0.000225,-0.108540,0.111194
beta_loc_214_pop_0,-0.000353,-0.000625,-0.108097,0.109603
beta_loc_215_pop_0,-0.000345,0.000267,-0.113157,0.106030
beta_loc_216_pop_0,0.002066,0.001639,-0.108020,0.115705
beta_loc_217_pop_0,0.000252,-0.000166,-0.107443,0.107965
beta_loc_218_pop_0,-0.000952,-0.000919,-0.107626,0.104861
beta_loc_219_pop_0,-0.000594,-0.000413,-0.107972,0.104284
beta_loc_220_pop_0,0.000316,0.000787,-0.110000,0.105495
beta_loc_221_pop_0,0.000135,0.000319,-0.108236,0.111061
beta_loc_222_pop_0,-0.000078,-0.000123,-0.108087,0.107144
beta_loc_223_pop_0,0.000152,-0.000266,-0.106651,0.109392
beta_loc_224_pop_0,-0.000544,-0.000271,-0.110084,0.107498
beta_loc_225_pop_0,-0.001229,-0.001222,-0.109490,0.105209
beta_loc_226_pop_0,0.000680,0.000387,-0.107588,0.109685
beta_loc_227_pop_0,-0.002575,-0.001281,-0.111335,0.103120
beta_loc_228_pop_0,0.000141,0.000676,-0.109787,0.110183
beta_loc_229_pop_0,-0.000483,-0.000694,-0.107410,0.104421
beta_loc_230_pop_0,-0.003720,-0.002420,-0.118192,0.103441
beta_loc_231_pop_0,-0.001699,-0.001149,-0.109423,0.102675
beta_loc_232_pop_0,0.000516,-0.000023,-0.107676,0.110631
beta_loc_233_pop_0,-0.003239,-0.002248,-0.114455,0.098893
beta_loc_234_pop_0,-0.000052,-0.000602,-0.107225,0.109471
beta_loc_235_pop_0,0.000546,0.000117,-0.106665,0.107917
beta_loc_236_pop_0,0.000187,0.000702,-0.105172,0.105859
beta_loc_237_pop_0,-0.009013,-0.005838,-0.124629,0.089024
beta_loc_238_pop_0,-0.000568,-0.000590,-0.105495,0.105602
beta_loc_239_pop_0,-0.003381,-0.002813,-0.114507,0.101821
beta_loc_240_pop_0,-0.000685,-0.000640,-0.108751,0.105517
beta_loc_241_pop_0,-0.000017,0.000159,-0.109329,0.109037
beta_loc_242_pop_0,0.000059,0.000264,-0.108400,0.107900
beta_loc_243_pop_0,0.000547,0.000737,-0.102596,0.108359
beta_loc_244_pop_0,0.000190,0.000366,-0.109303,0.108286
beta_loc_245_pop_0,-0.000465,-0.000134,-0.110312,0.105731
beta_loc_246_pop_0,-0.000462,-0.000441,-0.109164,0.107830
beta_loc_247_pop_0,-0.001718,-0.001446,-0.110006,0.104669
beta_loc_248_pop_0,0.000199,0.000156,-0.107492,0.107845
beta_loc_249_pop_0,-0.000274,-0.000469,-0.106968,0.106102
beta_loc_250_pop_0,0.000070,-0.000285,-0.105562,0.109239
beta_loc_251_pop_0,-0.004819,-0.002956,-0.114002,0.096791
beta_loc_252_pop_0,-0.000466,-0.000352,-0.107879,0.110808
beta_loc_253_pop_0,0.000455,0.000220,-0.106894,0.108238
beta_loc_254_pop_0,-0.000127,0.000214,-0.110176,0.106601
beta_loc_255_pop_0,-0.000258,-0.000096,-0.108193,0.107700
beta_loc_256_pop_0,-0.000506,-0.000037,-0.107330,0.108238
beta_loc_257_pop_0,-0.000103,-0.000355,-0.109588,0.109433
beta_loc_258_pop_0,-0.000382,-0.000016,-0.105743,0.109835
beta_loc_259_pop_0,-0.001885,-0.001448,-0.107053,0.101533
beta_loc_260_pop_0,-0.000756,0.000461,-0.111637,0.103713
beta_loc_261_pop_0,-0.000268,0.000400,-0.108081,0.103345
beta_loc_262_pop_0,0.000831,0.000463,-0.102227,0.107842
beta_loc_263_pop_0,0.000084,0.000295,-0.109376,0.108094
beta_loc_264_pop_0,-0.000684,-0.000442,-0.109612,0.107812
beta_loc_265_pop_0,0.000072,-0.000289,-0.106301,0.108859
beta_loc_266_pop_0,0.001834,0.001140,-0.102440,0.111585
beta_loc_267_pop_0,0.001002,0.000667,-0.107129,0.109988
beta_loc_268_pop_0,-0.000644,-0.000516,-0.110808,0.103609
beta_loc_269_pop_0,-0.000524,-0.000175,-0.108212,0.107089
beta_loc_270_pop_0,-0.000452,-0.000721,-0.108085,0.110824
beta_loc_271_pop_0,-0.000603,-0.000111,-0.109131,0.108875
beta_loc_272_pop_0,-0.000531,-0.000411,-0.109629,0.106180
beta_loc_273_pop_0,0.000212,0.000480,-0.109352,0.111082
beta_loc_274_pop_0,-0.002033,-0.001688,-0.112445,0.103257
beta_loc_275_pop_0,-0.000224,0.000297,-0.111763,0.107025
beta_loc_276_pop_0,-0.000315,-0.000738,-0.108678,0.107281
beta_loc_277_pop_0,-0.000588,-0.000404,-0.111061,0.102425
beta_loc_278_pop_0,0.000263,0.000226,-0.107135,0.112918
beta_loc_279_pop_0,0.000140,0.000203,-0.106113,0.107932
beta_loc_280_pop_0,0.000684,0.000242,-0.108089,0.110031
beta_loc_281_pop_0,0.000024,-0.000087,-0.110563,0.108032
beta_loc_282_pop_0,-0.000679,-0.000580,-0.110172,0.103481
beta_loc_283_pop_0,0.000790,0.000682,-0.105418,0.109176
beta_loc_284_pop_0,0.000336,0.000356,-0.109223,0.109910
beta_loc_285_pop_0,-0.001435,-0.001439,-0.114377,0.107006
beta_loc_286_pop_0,0.001275,0.000908,-0.106030,0.109879
beta_loc_287_pop_0,-0.000568,-0.000766,-0.109984,0.106865
beta_loc_288_pop_0,-0.001553,-0.000905,-0.110355,0.104464
beta_loc_289_pop_0,-0.000662,-0.000745,-0.107581,0.104441
beta_loc_290_pop_0,0.000013,0.000445,-0.106739,0.105250
beta_loc_291_pop_0,-0.000330,0.000182,-0.111120,0.107588
beta_loc_292_pop_0,-0.009617,-0.006829,-0.129656,0.092189
beta_loc_293_pop_0,0.000402,-0.000121,-0.104185,0.107488
beta_loc_294_pop_0,0.000274,-0.000162,-0.107191,0.109862
beta_loc_295_pop_0,0.000977,0.000488,-0.102622,0.106445
beta_loc_296_pop_0,-0.000155,-0.000143,-0.104872,0.108080
beta_loc_297_pop_0,0.000052,0.000020,-0.107850,0.110307
beta_loc_298_pop_0,-0.001292,-0.000645,-0.113435,0.111358
beta_loc_299_pop_0,0.000105,0.000173,-0.108208,0.105174
beta_loc_300_pop_0,0.000425,-0.000081,-0.105647,0.107982
beta_loc_301_pop_0,-0.000541,-0.000778,-0.110415,0.108893
beta_loc_302_pop_0,-0.001992,-0.002279,-0.112453,0.106904
beta_loc_303_pop_0,-0.000190,0.000627,-0.110661,0.104992
beta_loc_304_pop_0,-0.000803,-0.000748,-0.107239,0.106361
beta_loc_305_pop_0,0.000158,0.000147,-0.108694,0.111571
beta_loc_306_pop_0,-0.000433,0.000162,-0.112962,0.106442
beta_loc_307_pop_0,0.000754,0.001038,-0.106877,0.107028
beta_loc_308_pop_0,0.003713,0.002533,-0.100328,0.113272
beta_loc_309_pop_0,0.000588,0.000578,-0.107059,0.109101
beta_loc_310_pop_0,-0.000846,-0.000528,-0.109058,0.104215
beta_loc_311_pop_0,-0.000243,0.000519,-0.110779,0.109448
beta_loc_312_pop_0,0.000375,0.000151,-0.109504,0.108868
beta_loc_313_pop_0,-0.004510,-0.003121,-0.116462,0.099196
beta_loc_314_pop_0,-0.000415,-0.000109,-0.112348,0.108773
beta_loc_315_pop_0,-0.000449,-0.000089,-0.107153,0.104466
beta_loc_316_pop_0,-0.000348,-0.000126,-0.108441,0.106895
beta_loc_317_pop_0,0.000910,0.001029,-0.106681,0.108360
beta_loc_318_pop_0,-0.000280,-0.000313,-0.107390,0.101910
beta_loc_319_pop_0,-0.000231,-0.000169,-0.106184,0.107548
beta_loc_320_pop_0,-0.000457,-0.000530,-0.112233,0.105935
beta_loc_321_pop_0,0.000078,-0.000171,-0.104156,0.107466
beta_loc_322_pop_0,-0.000244,0.000152,-0.108324,0.107113
beta_loc_323_pop_0,-0.000295,-0.000151,-0.106481,0.108066
beta_loc_324_pop_0,-0.000067,0.000032,-0.109090,0.111339
beta_loc_325_pop_0,0.000253,0.000057,-0.104472,0.108224
beta_loc_326_pop_0,-0.000800,-0.000229,-0.112727,0.107637
beta_loc_327_pop_0,0.000205,0.000011,-0.108103,0.111011
beta_loc_328_pop_0,-0.001246,-0.000579,-0.112369,0.103016
beta_loc_329_pop_0,-0.001339,-0.000334,-0.115732,0.106440
beta_loc_330_pop_0,0.000635,0.000568,-0.103136,0.109357
beta_loc_331_pop_0,-0.000428,0.000020,-0.113492,0.106764
beta_loc_332_pop_0,-0.000590,-0.000470,-0.110699,0.108075
beta_loc_333_pop_0,0.001741,0.000885,-0.103536,0.115310
beta_loc_334_pop_0,-0.000667,-0.000008,-0.112719,0.107172
beta_loc_335_pop_0,-0.001427,-0.001230,-0.113693,0.103691
beta_loc_336_pop_0,-0.000802,-0.000440,-0.110076,0.107124
beta_loc_337_pop_0,-0.000536,0.000061,-0.107737,0.108248
beta_loc_338_pop_0,0.000479,0.000875,-0.107860,0.107774
beta_loc_339_pop_0,-0.000641,-0.000147,-0.109582,0.107141
beta_loc_340_pop_0,-0.000083,-0.000123,-0.109923,0.105282
beta_loc_341_pop_0,0.000447,0.000367,-0.103858,0.108218
beta_loc_342_pop_0,-0.000964,-0.000999,-0.110035,0.105378
beta_loc_343_pop_0,0.000016,-0.000484,-0.106790,0.108548
beta_loc_344_pop_0,0.000212,0.000672,-0.109975,0.105781
beta_loc_345_pop_0,-0.000052,-0.000136,-0.106527,0.108278
beta_loc_346_pop_0,0.000155,0.000322,-0.108900,0.105834
beta_loc_347_pop_0,0.000835,0.000919,-0.109886,0.109179
beta_loc_348_pop_0,-0.000903,-0.001307,-0.111416,0.108751
beta_loc_349_pop_0,-0.001745,-0.001197,-0.111665,0.105920
beta_loc_350_pop_0,0.000221,-0.000120,-0.105815,0.109661
beta_loc_351_pop_0,0.000900,0.000876,-0.104764,0.107406
beta_loc_352_pop_0,0.000223,-0.000004,-0.110047,0.109137
beta_loc_353_pop_0,0.000035,0.000285,-0.109742,0.110567
beta_loc_354_pop_0,-0.000325,-0.000594,-0.109407,0.107236
beta_loc_355_pop_0,0.001079,0.000737,-0.105336,0.109814
beta_loc_356_pop_0,0.000690,0.000708,-0.104279,0.109039
beta_loc_357_pop_0,0.000884,0.000022,-0.106705,0.110798
beta_loc_358_pop_0,-0.001300,-0.000753,-0.111563,0.101855
beta_loc_359_pop_0,0.000170,-0.000327,-0.108255,0.114037
beta_loc_360_pop_0,-0.000176,-0.000347,-0.110162,0.107369
beta_loc_361_pop_0,0.000318,0.000283,-0.109355,0.109404
beta_loc_362_pop_0,0.001153,0.000796,-0.103835,0.108232
beta_loc_363_pop_0,0.000466,0.000038,-0.105470,0.109690
beta_loc_364_pop_0,-0.000331,-0.000505,-0.110843,0.106580
beta_loc_365_pop_0,0.000051,0.000191,-0.107122,0.110432
beta_loc_366_pop_0,0.000768,0.000299,-0.102929,0.107300
beta_loc_367_pop_0,-0.000552,-0.000558,-0.108671,0.104448
beta_loc_368_pop_0,-0.000714,-0.001224,-0.109954,0.107076
beta_loc_369_pop_0,0.000351,-0.000094,-0.107546,0.109184
beta_loc_370_pop_0,0.000060,-0.000502,-0.107525,0.109094
beta_loc_371_pop_0,-0.000330,-0.000274,-0.108871,0.109318
beta_loc_372_pop_0,-0.000383,-0.001014,-0.108657,0.106371
beta_loc_373_pop_0,-0.000721,-0.000268,-0.107991,0.106067
beta_loc_374_pop_0,-0.000420,0.000315,-0.108875,0.105756
beta_loc_375_pop_0,0.000748,0.000259,-0.105139,0.108824
beta_loc_376_pop_0,-0.000134,-0.000303,-0.107132,0.112023
beta_loc_377_pop_0,-0.000376,0.000099,-0.109790,0.105785
beta_loc_378_pop_0,-0.000126,0.000323,-0.108192,0.105659
beta_loc_379_pop_0,0.001155,0.001326,-0.107720,0.112063
beta_loc_380_pop_0,0.001563,0.001405,-0.104470,0.114086
beta_loc_381_pop_0,-0.000467,-0.000385,-0.109342,0.108543
beta_loc_382_pop_0,-0.000182,-0.000071,-0.110573,0.108687
beta_loc_383_pop_0,-0.000664,-0.000379,-0.108322,0.107312
beta_loc_384_pop_0,-0.000629,-0.000534,-0.107134,0.108925
beta_loc_385_pop_0,-0.000522,-0.001078,-0.107893,0.105215
beta_loc_386_pop_0,-0.000278,-0.000273,-0.106956,0.108085
beta_loc_387_pop_0,0.000178,0.000217,-0.106649,0.110596
beta_loc_388_pop_0,-0.002283,-0.001473,-0.114483,0.106990
beta_loc_389_pop_0,0.000922,0.000029,-0.108776,0.111955
beta_loc_390_pop_0,-0.000779,-0.001352,-0.107666,0.110923
beta_loc_391_pop_0,-0.000015,-0.000289,-0.107207,0.108301
beta_loc_392_pop_0,-0.000078,-0.000082,-0.106885,0.108516
beta_loc_393_pop_0,-0.000046,0.000432,-0.108398,0.107671
beta_loc_394_pop_0,-0.001026,-0.001219,-0.107929,0.104526
beta_loc_395_pop_0,0.000390,0.000513,-0.107881,0.108829
beta_loc_396_pop_0,0.000069,-0.000219,-0.107764,0.109525
